timestamp,value_cm
2026-07-31T22:15:00+02:00,35
2026-07-31T23:15:00+02:00,35
2026-08-01T00:15:00+02:00,35
2026-08-01T01:00:00+02:00,35
2026-08-01T02:30:00+02:00,34
2026-08-01T03:15:00+02:00,35
2026-08-01T04:45:00+02:00,35
2026-08-01T06:45:00+02:00,35
2026-08-01T08:45:00+02:00,37
2026-08-01T09:30:00+02:00,35
2026-08-01T10:30:00+02:00,36
2026-08-01T11:30:00+02:00,34
2026-08-01T12:15:00+02:00,35
2026-08-01T13:00:00+02:00,36
2026-08-01T14:15:00+02:00,36
