station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,23,18,61,8,,
DENI042,1,20,17,64,7,,
DENI042,2,18,15,67,,0.1,
DENI042,3,15,12,,7,,
DENI042,4,14,12,73,6,,
DENI042,5,14,12,73,6,,
DENI042,6,13,10,70,7,,
DENI042,7,12,10,62,11,,
DENI042,8,9,7,63,9,,
DENI042,9,7,5,65,9,,
DENI042,10,9,6,66,9,,
DENI042,11,7,5,67,8,,
DENI042,12,7,5,66,10,,
DENI042,13,8,6,65,10,0,
DENI042,14,10,7,64,10,,
DENI042,15,11,7,63,11,,
DENI042,16,10,7,66,10,,
DENI042,17,9,7,68,11,,
DENI042,18,9,6,70,9,0,
DENI042,19,11,7,63,10,,
DENI042,20,9,6,66,9,,
DENI042,21,8,5,70,8,,
DENI042,22,8,5,79,6,,
DENI042,23,8,6,69,9,,
DENI068,0,23,17,,13,,0.21
DENI068,1,21,15,,7,,0.19
DENI068,2,18,13,,6,,0.18
DENI068,3,16,11,,,,0.17
DENI068,4,15,11,,13,,0.16
DENI068,5,16,11,,18,,0.16
DENI068,6,17,11,,27,,0.16
DENI068,7,14,9,,21,,0.16
DENI068,8,14,7,,22,,0.16
DENI068,9,11,6,,24,,0.17
DENI068,10,13,6,,20,,0.18
DENI068,11,10,5,,22,,0.19
DENI068,12,13,6,,25,,0.2
DENI068,13,11,6,,21,,0.21
DENI068,14,12,7,,20,,0.21
DENI068,15,12,7,,26,,0.22
DENI068,16,12,7,,27,,0.22
DENI068,17,11,7,,23,,0.22
DENI068,18,10,5,,20,,0.23
DENI068,19,11,6,,25,,0.23
DENI068,20,11,7,,20,,0.23
DENI068,21,8,4,,18,,0.22
DENI068,22,8,4,,17,,0.21
DENI068,23,9,6,,13,,0.21
