station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,34,26,92,9,2,
DENI042,1,33,26,84,,0.7,
DENI042,2,34,26,,9,2,
DENI042,3,35,28,82,9,2,
DENI042,4,35,28,80,9,2,
DENI042,5,34,28,78,9,2,
DENI042,6,33,27,66,12,2,
DENI042,7,35,28,56,21,2,
DENI042,8,34,28,70,14,3,
DENI042,9,34,28,70,13,2,
DENI042,10,32,26,76,12,2,
DENI042,11,32,25,80,11,2,
DENI042,12,33,26,77,13,2,
DENI042,13,32,27,77,14,2,
DENI042,14,35,27,81,15,2,
DENI042,15,31,25,87,11,2,
DENI042,16,30,23,87,10,1,
DENI042,17,29,22,76,12,0.7,
DENI042,18,29,23,58,16,0.7,
DENI042,19,28,22,45,20,0.4,
DENI042,20,28,22,34,25,0.4,
DENI042,21,29,22,23,26,0.4,
DENI042,22,28,22,24,21,0.1,
DENI042,23,27,21,20,22,,
DENI068,0,39,25,,26,,0.29
DENI068,1,39,26,,34,,0.3
DENI068,2,40,26,,,,0.29
DENI068,3,36,25,,27,,0.3
DENI068,4,36,25,,27,,0.3
DENI068,5,38,27,,29,,0.3
DENI068,6,35,26,,32,,0.3
DENI068,7,38,27,,27,,0.3
DENI068,8,40,28,,30,,0.3
DENI068,9,44,29,,34,,0.31
DENI068,10,39,25,,26,,0.32
DENI068,11,38,24,,20,,0.32
DENI068,12,37,24,,25,,0.33
DENI068,13,38,25,,26,,0.34
DENI068,14,41,26,,29,,0.35
DENI068,15,36,24,,26,,0.35
DENI068,16,36,23,,40,,0.36
DENI068,17,43,24,,42,,0.38
DENI068,18,39,25,,63,,0.4
DENI068,19,38,26,,43,,0.42
DENI068,20,37,27,,37,,0.43
DENI068,21,39,28,,31,,0.43
DENI068,22,36,26,,23,,0.42
DENI068,23,35,25,,25,,0.42
