station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,3,16,4,,
DENI042,1,9,3,17,4,,
DENI042,2,8,3,18,3,,
DENI042,3,9,3,16,4,,
DENI042,4,9,3,,4,,
DENI042,5,10,3,18,4,,
DENI042,6,8,3,22,4,,
DENI042,7,7,3,30,4,,
DENI042,8,7,3,32,5,,
DENI042,9,7,3,43,4,,
DENI042,10,7,3,47,4,,
DENI042,11,3,2,55,3,,
DENI042,12,5,3,58,3,,
DENI042,13,5,3,61,3,,
DENI042,14,6,3,68,2,,
DENI042,15,6,3,70,2,,
DENI042,16,6,3,71,3,,
DENI042,17,6,3,69,4,,
DENI042,18,6,4,56,5,,
DENI042,19,6,4,45,5,,
DENI042,20,7,4,39,5,,
DENI042,21,6,4,48,6,,
DENI042,22,8,4,50,7,,
DENI042,23,5,2,52,4,,
DENI068,0,8,3,,,,0.14
DENI068,1,7,3,,11,,0.15
DENI068,2,12,7,,10,,0.16
DENI068,3,10,4,,10,,0.17
DENI068,4,8,3,,11,,0.19
DENI068,5,7,3,,13,,0.2
DENI068,6,9,4,,13,,0.21
DENI068,7,8,3,,9,,0.22
DENI068,8,9,3,,13,,0.22
DENI068,9,10,4,,11,,0.24
DENI068,10,7,3,,11,,0.25
DENI068,11,5,2,,10,,0.27
DENI068,12,7,3,,9,,0.27
DENI068,13,7,3,,6,,0.28
DENI068,14,7,3,,6,,
DENI068,15,7,3,,8,,
DENI068,16,8,3,,9,,
DENI068,17,7,3,,10,,
DENI068,18,10,4,,25,,
DENI068,19,10,5,,27,,
DENI068,20,9,5,,21,,
DENI068,21,11,5,,20,,
DENI068,22,9,4,,15,,
DENI068,23,6,3,,12,,
