station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,14,8,64,,0,
DENI042,1,13,8,,8,0.2,
DENI042,2,13,8,46,11,0,
DENI042,3,14,9,41,13,0.3,
DENI042,4,13,9,32,17,0.2,
DENI042,5,14,9,25,20,0.6,
DENI042,6,16,10,20,28,0.6,
DENI042,7,30,14,24,41,0.8,
DENI042,8,22,13,74,11,1,
DENI042,9,19,11,83,9,1,
DENI042,10,19,10,88,8,2,
DENI042,11,16,9,95,7,1,
DENI042,12,17,10,98,6,2,
DENI042,13,22,14,98,6,2,
DENI042,14,24,15,97,6,1,
DENI042,15,21,13,98,6,0.3,
DENI042,16,23,14,93,6,,
DENI042,17,25,15,88,7,0.3,
DENI042,18,14,7,83,7,,
DENI042,19,11,7,72,8,0.2,
DENI042,20,9,6,63,7,0.4,
DENI042,21,8,5,56,9,0.6,
DENI042,22,6,3,49,8,,
DENI042,23,5,3,59,5,,
DENI068,0,17,8,,25,,0.24
DENI068,1,17,9,,,,0.23
DENI068,2,17,9,,29,,0.22
DENI068,3,17,10,,26,,0.21
DENI068,4,19,10,,30,,0.21
DENI068,5,42,28,,40,,0.24
DENI068,6,29,13,,38,,0.26
DENI068,7,34,14,,51,,0.29
DENI068,8,30,13,,40,,0.31
DENI068,9,22,10,,26,,0.33
DENI068,10,21,9,,24,,0.35
DENI068,11,20,9,,21,,0.35
DENI068,12,20,9,,22,,0.36
DENI068,13,22,11,,21,,0.34
DENI068,14,26,14,,21,,0.32
DENI068,15,25,13,,22,,0.3
DENI068,16,26,12,,21,,0.28
DENI068,17,29,14,,25,,0.28
DENI068,18,17,7,,23,,0.29
DENI068,19,13,8,,25,,0.29
DENI068,20,13,7,,27,,0.29
DENI068,21,10,5,,25,,0.27
DENI068,22,7,3,,18,,0.26
DENI068,23,6,3,,10,,0.25
