station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,6,53,,,
DENI042,1,9,5,49,6,,
DENI042,2,7,5,48,6,,
DENI042,3,7,5,45,5,,
DENI042,4,7,5,44,5,,
DENI042,5,8,5,33,7,,
DENI042,6,10,6,32,12,,
DENI042,7,12,7,41,14,,
DENI042,8,12,7,46,21,,
DENI042,9,11,6,88,5,,
DENI042,10,11,6,103,2,,
DENI042,11,10,6,113,2,,
DENI042,12,11,6,115,2,,
DENI042,13,10,6,115,2,,
DENI042,14,10,5,115,2,,
DENI042,15,9,5,118,1,,
DENI042,16,9,5,120,1,,
DENI042,17,9,5,119,2,,
DENI042,18,9,5,116,2,,
DENI042,19,9,5,98,6,,
DENI042,20,10,6,73,9,,
DENI042,21,11,6,74,6,,
DENI042,22,10,5,70,8,,
DENI042,23,11,6,,8,,
DENI068,0,14,7,,,,0.3
DENI068,1,14,6,,16,,0.3
DENI068,2,61,50,,14,,0.36
DENI068,3,14,7,,15,,0.35
DENI068,4,13,6,,15,,0.35
DENI068,5,13,7,,12,,0.33
DENI068,6,14,6,,11,,0.32
DENI068,7,14,6,,15,,0.32
DENI068,8,14,6,,19,,0.32
DENI068,9,14,6,,14,,0.33
DENI068,10,14,6,,13,,0.27
DENI068,11,13,6,,12,,0.28
DENI068,12,13,6,,15,,0.28
DENI068,13,12,6,,16,,0.29
DENI068,14,12,6,,13,,0.3
DENI068,15,12,6,,15,,0.3
DENI068,16,11,5,,19,,0.29
DENI068,17,11,5,,18,,0.29
DENI068,18,12,5,,23,,0.28
DENI068,19,15,6,,46,,0.3
DENI068,20,24,8,,39,,0.32
DENI068,21,22,9,,32,,0.33
DENI068,22,16,7,,29,,0.34
DENI068,23,16,8,,19,,0.34
