station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,52,42,1,37,,
DENI042,1,39,35,2,,0.3,
DENI042,2,39,36,13,37,0.3,
DENI042,3,34,31,22,30,0.6,
DENI042,4,28,26,,23,0.4,
DENI042,5,27,25,20,25,0.2,
DENI042,6,32,30,5,37,0.3,
DENI042,7,30,29,16,37,0.3,
DENI042,8,26,26,24,29,0.5,
DENI042,9,27,26,16,36,0.5,
DENI042,10,29,29,10,42,0.7,
DENI042,11,32,31,7,47,1,
DENI042,12,28,28,9,49,1,
DENI042,13,16,15,43,24,2,
DENI042,14,15,14,48,21,1,
DENI042,15,15,14,48,22,2,
DENI042,16,31,31,24,37,1,
DENI042,17,36,36,16,39,0.9,
DENI042,18,33,33,6,48,0.8,
DENI042,19,33,32,2,51,0.8,
DENI042,20,33,32,3,49,0.7,
DENI042,21,32,30,8,42,0.6,
DENI042,22,32,30,10,39,0.5,
DENI042,23,32,29,7,39,0.5,
DENI068,0,39,36,,32,,1.04
DENI068,1,40,38,,,,0.92
DENI068,2,41,39,,34,,0.78
DENI068,3,43,40,,38,,0.66
DENI068,4,39,37,,34,,0.57
DENI068,5,41,39,,39,,0.5
DENI068,6,50,44,,54,,0.46
DENI068,7,45,42,,75,,0.52
DENI068,8,42,39,,72,,0.59
DENI068,9,43,40,,71,,0.64
DENI068,10,45,41,,61,,0.69
DENI068,11,45,41,,60,,0.73
DENI068,12,43,39,,61,,0.79
DENI068,13,33,32,,60,,0.82
DENI068,14,30,29,,60,,0.82
DENI068,15,29,26,,75,,0.79
DENI068,16,32,29,,71,,0.79
DENI068,17,37,32,,78,,0.83
DENI068,18,43,36,,65,,0.85
DENI068,19,46,38,,62,,0.86
DENI068,20,47,39,,50,,0.83
DENI068,21,44,37,,49,,0.82
DENI068,22,41,36,,54,,0.82
DENI068,23,40,35,,42,,0.79
