station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,13,2,,9,0.5,
DENI042,1,13,2,28,8,,
DENI042,2,14,3,24,7,,
DENI042,3,13,2,19,7,,
DENI042,4,14,3,14,11,,
DENI042,5,15,5,6,18,,
DENI042,6,14,6,10,18,,
DENI042,7,13,6,34,14,,
DENI042,8,8,3,56,8,,
DENI042,9,4,,72,5,,
DENI042,10,4,,78,4,,
DENI042,11,5,,79,4,,
DENI042,12,6,0.1,80,4,,
DENI042,13,6,0.2,86,5,,
DENI042,14,8,0.1,94,5,,
DENI042,15,11,1,97,6,,
DENI042,16,13,2,94,6,,
DENI042,17,16,4,89,8,,
DENI042,18,18,6,84,8,,
DENI042,19,19,7,68,11,,
DENI042,20,22,10,46,16,,
DENI042,21,24,14,45,11,,
DENI042,22,21,12,45,9,,
DENI042,23,28,17,32,,,
DENI068,0,13,4,,14,,0.33
DENI068,1,13,5,,18,,0.31
DENI068,2,32,32,,,,0.31
DENI068,3,14,4,,25,,0.29
DENI068,4,15,5,,27,,0.26
DENI068,5,17,9,,30,,0.26
DENI068,6,18,10,,42,,0.27
DENI068,7,16,7,,38,,0.29
DENI068,8,10,4,,41,,0.31
DENI068,9,8,1,,30,,0.32
DENI068,10,10,2,,29,,0.3
DENI068,11,11,2,,17,,0.3
DENI068,12,12,4,,25,,0.29
DENI068,13,12,4,,23,,0.27
DENI068,14,13,6,,37,,0.23
DENI068,15,15,8,,26,,0.22
DENI068,16,16,9,,23,,0.22
DENI068,17,17,9,,28,,0.24
DENI068,18,20,11,,36,,0.27
DENI068,19,22,13,,36,,0.3
DENI068,20,27,14,,43,,0.33
DENI068,21,28,13,,52,,0.36
DENI068,22,28,12,,48,,0.37
DENI068,23,30,16,,31,,0.37
