station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,37,32,46,,2,
DENI042,1,36,34,44,13,3,
DENI042,2,38,36,44,12,3,
DENI042,3,39,37,,12,3,
DENI042,4,42,40,43,12,3,
DENI042,5,41,39,43,13,4,
DENI042,6,37,36,45,13,4,
DENI042,7,43,41,42,14,3,
DENI042,8,42,41,43,14,2,
DENI042,9,40,38,45,14,3,
DENI042,10,39,38,44,14,5,
DENI042,11,46,44,42,15,3,
DENI042,12,46,44,46,13,3,
DENI042,13,43,41,50,13,4,
DENI042,14,37,35,53,14,5,
DENI042,15,31,29,50,16,5,
DENI042,16,29,27,50,14,3,
DENI042,17,27,26,53,14,4,
DENI042,18,30,28,58,13,5,
DENI042,19,31,29,57,13,5,
DENI042,20,31,29,59,12,4,
DENI042,21,36,33,57,11,4,
DENI042,22,39,36,53,12,6,
DENI042,23,40,37,51,13,6,
DENI068,0,42,37,,18,,0.46
DENI068,1,42,38,,18,,0.43
DENI068,2,43,39,,17,,0.39
DENI068,3,44,41,,17,,0.33
DENI068,4,47,43,,19,,0.31
DENI068,5,47,43,,30,,0.3
DENI068,6,44,38,,47,,0.32
DENI068,7,55,47,,70,,0.36
DENI068,8,56,47,,56,,0.4
DENI068,9,53,44,,56,,0.44
DENI068,10,55,44,,51,,0.48
DENI068,11,57,46,,48,,0.51
DENI068,12,64,50,,55,,0.56
DENI068,13,69,53,,53,,0.6
DENI068,14,61,47,,62,,0.62
DENI068,15,45,35,,41,,0.6
DENI068,16,42,32,,48,,0.6
DENI068,17,37,30,,56,,0.6
DENI068,18,40,32,,48,,0.6
DENI068,19,43,35,,38,,0.6
DENI068,20,42,35,,28,,0.58
DENI068,21,45,38,,29,,0.56
DENI068,22,47,40,,27,,0.54
DENI068,23,50,41,,,,0.52
