station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,20,16,51,,,
DENI042,1,19,15,48,5,,
DENI042,2,19,15,42,6,,
DENI042,3,19,15,38,6,,
DENI042,4,19,15,35,9,,
DENI042,5,20,16,20,24,,
DENI042,6,21,17,6,36,,
DENI042,7,29,21,10,41,,
DENI042,8,20,15,46,23,0.1,
DENI042,9,14,10,75,9,0.2,
DENI042,10,12,8,82,8,0.3,
DENI042,11,13,8,96,7,0.3,
DENI042,12,13,8,104,7,0.4,
DENI042,13,14,9,111,6,0.4,
DENI042,14,17,10,111,6,0.1,
DENI042,15,18,10,112,7,0.2,
DENI042,16,22,13,114,9,0.1,
DENI042,17,27,17,107,13,0.3,
DENI042,18,31,21,96,16,0.3,
DENI042,19,35,24,100,18,0.2,
DENI042,20,30,20,103,10,0.3,
DENI042,21,25,15,96,9,0.3,
DENI042,22,21,12,87,10,0,
DENI042,23,21,11,,10,0.2,
DENI068,0,26,17,,14,,0.29
DENI068,1,25,18,,18,,0.24
DENI068,2,92,99,,11,,0.23
DENI068,3,20,13,,,,0.18
DENI068,4,20,13,,37,,0.15
DENI068,5,21,14,,38,,0.13
DENI068,6,24,16,,50,,0.17
DENI068,7,27,17,,63,,0.23
DENI068,8,21,12,,53,,0.26
DENI068,9,19,10,,41,,0.29
DENI068,10,19,10,,37,,0.26
DENI068,11,19,10,,47,,0.28
DENI068,12,19,11,,42,,0.29
DENI068,13,21,12,,40,,0.27
DENI068,14,23,13,,52,,0.23
DENI068,15,24,13,,53,,0.22
DENI068,16,26,14,,67,,0.25
DENI068,17,31,18,,87,,0.28
DENI068,18,36,21,,68,,0.32
DENI068,19,38,22,,69,,0.35
DENI068,20,32,16,,41,,0.36
DENI068,21,28,13,,29,,0.36
DENI068,22,25,11,,31,,0.34
DENI068,23,23,9,,17,,0.32
