station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,3,2,26,15,,
DENI042,1,3,1,,15,,
DENI042,2,3,2,25,14,0,
DENI042,3,4,2,22,14,,
DENI042,4,4,2,21,18,,
DENI042,5,3,2,21,18,,
DENI042,6,3,2,18,21,,
DENI042,7,3,2,11,29,,
DENI042,8,3,2,5,38,,
DENI042,9,6,3,9,36,,
DENI042,10,5,3,13,32,,
DENI042,11,3,1,17,27,,
DENI042,12,3,1,17,26,,
DENI042,13,4,2,14,29,,
DENI042,14,3,1,13,28,,
DENI042,15,3,0.8,14,27,,
DENI042,16,3,1,15,28,,
DENI042,17,4,2,11,33,,
DENI042,18,5,3,17,29,,
DENI042,19,6,3,21,24,,
DENI042,20,6,3,26,18,,
DENI042,21,7,4,34,14,,
DENI042,22,9,6,43,12,,
DENI042,23,13,8,43,11,,
DENI068,0,1,3,,20,,0.4
DENI068,1,0.7,3,,18,,0.33
DENI068,2,1,4,,17,,0.29
DENI068,3,2,4,,19,,0.26
DENI068,4,2,4,,,,0.22
DENI068,5,3,5,,38,,0.2
DENI068,6,5,6,,46,,0.2
DENI068,7,8,7,,64,,0.27
DENI068,8,8,7,,63,,0.33
DENI068,9,12,9,,63,,0.38
DENI068,10,15,9,,63,,0.43
DENI068,11,12,7,,58,,0.48
DENI068,12,13,6,,44,,0.52
DENI068,13,12,7,,52,,0.56
DENI068,14,10,6,,49,,0.6
DENI068,15,9,5,,50,,0.6
DENI068,16,11,6,,58,,0.62
DENI068,17,12,7,,52,,0.64
DENI068,18,11,7,,49,,0.63
DENI068,19,10,7,,42,,0.61
DENI068,20,11,7,,43,,0.66
DENI068,21,12,8,,29,,0.62
DENI068,22,19,11,,33,,0.57
DENI068,23,22,13,,27,,0.49
