station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,3,43,8,0.4,
DENI042,1,11,4,30,10,0.4,
DENI042,2,12,6,26,9,0.5,
DENI042,3,16,11,21,9,0.5,
DENI042,4,22,17,20,,0.5,
DENI042,5,24,18,15,9,0.5,
DENI042,6,25,19,19,9,0.6,
DENI042,7,19,15,40,9,0.9,
DENI042,8,7,4,57,6,0.7,
DENI042,9,2,0.5,71,4,0.8,
DENI042,10,2,,74,4,0.6,
DENI042,11,1,,80,3,0.6,
DENI042,12,1,,80,3,0.4,
DENI042,13,2,,83,3,0.6,
DENI042,14,2,,87,3,0.5,
DENI042,15,3,,88,3,0.6,
DENI042,16,3,,90,3,0.6,
DENI042,17,3,,92,3,0.3,
DENI042,18,5,,90,4,0.5,
DENI042,19,8,0.9,75,11,0.4,
DENI042,20,13,2,49,13,0.4,
DENI042,21,11,1,51,8,0.4,
DENI042,22,12,2,53,7,0.5,
DENI042,23,11,2,,6,0.3,
DENI068,0,12,5,,,,0.35
DENI068,1,12,6,,23,,0.31
DENI068,2,14,9,,31,,0.28
DENI068,3,23,19,,20,,0.25
DENI068,4,25,21,,19,,0.22
DENI068,5,28,23,,25,,0.21
DENI068,6,21,16,,20,,0.2
DENI068,7,13,9,,17,,0.2
DENI068,8,8,4,,23,,0.19
DENI068,9,5,1,,15,,0.19
DENI068,10,4,0.9,,15,,0.18
DENI068,11,4,0.5,,15,,0.18
DENI068,12,4,0.6,,17,,0.17
DENI068,13,4,0.6,,14,,0.15
DENI068,14,4,0.7,,15,,0.14
DENI068,15,5,0.9,,18,,0.13
DENI068,16,5,0.9,,25,,0.12
DENI068,17,6,1,,32,,0.11
DENI068,18,6,1,,31,,0.12
DENI068,19,8,2,,27,,0.12
DENI068,20,14,4,,61,,0.14
DENI068,21,19,5,,32,,0.15
DENI068,22,18,4,,23,,0.15
DENI068,23,20,5,,32,,0.15
