station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,7.7,2,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0.1,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,0
00044,5,7.2,2.3,0,,,3.7,,,80,0
00046,,,,0.1,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0.1,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0.2,,,,,,,0
00064,,,,0,,,,,,,0
00073,3.2,4.6,1.7,0,,,,,,96,0
00078,5.2,7.3,1.9,0,,,,,,76,0
00079,,,,5.2,,,,,,,0
00087,,,,0,,,,,,,0
00090,,,,,8.1,3.1,,,,,
00091,2,5.3,-1.2,0,,,,,,86,
00096,2.2,7.2,-0.7,0,4.8,1.7,,4.2,1010.9,87,0
00102,6,7.3,4.7,,19.1,12.9,,,1006.9,79,
00103,,,,0,,,,,,,0
00105,,,,1.2,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,1,,,,,,,0
00124,,,,0,,,,,,,0
00125,1.5,,,0,6.2,1.7,,7,930.1,94,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,2.9,5.7,-1.5,0,,,,,,81,0
00141,,,,0,,,,,,,0
00142,3.3,4.2,2.2,0,,,,,,93,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,1.9,5.4,-0.6,0,,,,,,87,0
00151,2.6,6.4,-0.9,0,,,,,,89,0
00154,3.6,5.1,1.3,0,,,,,,94,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,3.2,7.1,-1.8,0.1,8,1.9,,6.2,1008.6,82,0
00163,,,,0.4,,,,,,,0
00164,3,5.6,0.1,0,7,2.8,,5.3,1010.8,87,0
00167,2.4,6.5,0.2,0,,,,,,89,0
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,3.6,5.4,1.4,0,14.3,8.6,3,4.3,1009.7,91,0
00191,0.5,4.3,-2,0,,,,,,95,0
00194,,,,0,,,,,,,0
00197,,,,,10.2,4.6,,,,,
00198,3.4,6.9,-0.5,0,7.7,2.6,,6.5,998.1,80,0
00200,,,,1.5,,,,,,,0
00201,,,,2.1,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,9
00211,,,,0,,,,,,,0
00213,,,,0,,,,,,,0
00216,,,,0,,,,,,,0
00217,2.4,4.1,-0.5,0,,,,,,92,0
00222,2.1,5.2,-2.5,0,,,,,,84,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,3.6,4.3,2.8,0,5.3,2,0,7.9,963,91,0
00240,,,,0,,,,,,,0
00245,,,,0,,,,,,,0
00257,0.7,6,-2.3,0,,,,,,92,0
00259,2,5.1,-2,0.1,,,,,,95,0
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,17
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,0
