station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,8.1,2.9,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,
00021,,,,0,,,,,,,0
00022,,,,0.9,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,
00041,,,,0,,,,,,,0
00044,18.3,25.9,9.6,0,,,15.5,,,68,
00046,,,,0,,,,,,,
00053,,,,0,,,,,,,
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,25.1,32,16.6,0,,,,,,60,
00078,19.5,27.3,11.3,0,,,,,,61,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,
00090,,,,,7.1,2,,,,,
00091,22.6,30.2,13.6,0,,,,,,59,
00096,18.9,26.2,11,0,6.2,1.9,,1.3,1015.7,53,0
00102,17.2,19.7,15.3,,9.2,4.3,,,1018.8,74,
00103,,,,0,,,,,,,
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,
00125,23,,,0,11.3,2.9,,4.7,933.2,62,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,
00131,19.3,26.9,11.9,0,,,,,,53,
00141,,,,0,,,,,,,
00142,24.5,30.9,18.1,0,,,,,,62,
00145,,,,0,,,,,,,0
00146,,,,8,,,,,,,
00150,26,33,18.1,0,,,,,,54,
00151,25.1,33.2,16.2,0,,,,,,51,
00154,23.6,29.8,16.1,0,,,,,,69,
00158,,,,0,,,,,,,
00160,,,,0,,,,,,,0
00161,25.5,33.1,16.2,0,6.9,1.9,,0.3,1010.3,56,0
00163,,,,0,,,,,,,0
00164,18.7,25.9,11.6,0,10.7,3.5,,0.9,1015,58,0
00167,16.9,23.4,9.7,0,,,,,,68,
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,15.9,19.5,13.9,0,15.3,6,13.6,2,1016.5,76,0
00187,,,,0,,,,,,,0
00191,24.1,32.5,15,0,,,,,,56,
00194,,,,0,,,,,,,
00197,,,,,8.2,2.2,,,,,
00198,21.4,28.7,14,0,8,2.9,,0,1002.2,44,0
00200,,,,0,,,,,,,
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,
00211,,,,0,,,,,,,
00213,,,,0,,,,,,,
