station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0.1,,,,,,,0
00011,,,,,10.1,4.9,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,0
00044,3.7,7.3,0.8,0.6,,,3.2,,,94,0
00046,,,,0,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0,,,,,,,0
00057,,,,0.2,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,0.3,2.9,-2.3,0,,,,,,82,0
00078,3.5,6.4,1.4,0.1,,,,,,92,0
00079,,,,0,,,,,,,0
00087,,,,0.2,,,,,,,0
00090,,,,,9.5,2.5,,,,,
00091,1.8,3.4,-0.1,0,,,,,,84,
00096,3.3,5.3,2.5,0,6.3,1.7,,7.8,1035.5,91,0
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,0.1,,,,,,,0
00125,-2.1,,,0,10.3,4.7,,8,943.5,97,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,0.9,2.1,0.2,0.2,,,,,,98,0
00141,,,,0.1,,,,,,,0
00142,0,0.8,-0.7,0,,,,,,90,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,1.5,2.7,0.6,0,,,,,,86,0
00151,1.5,3,-0.2,0,,,,,,79,0
00154,-0.8,0.5,-3.6,0,,,,,,88,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,4,5.9,2.4,0,8.4,2.1,,7.8,1030.3,80,0
00163,,,,0,,,,,,,0
00164,3.3,4.5,2.2,0,6.7,2.9,,8,1034.7,93,0
00167,3,4.4,1.1,0,,,,,,93,0
00170,,,,0.1,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,3.4,4.1,2.6,0,12.8,5,0,8,1037.2,92,0
00187,,,,0,,,,,,,0
00191,2,3.3,0.4,0,,,,,,82,0
00194,,,,0,,,,,,,0
00197,,,,,12.1,2.7,,,,,
00198,2,3.4,0.9,0,10.2,2.9,,7.9,1020.3,94,0
00200,,,,0,,,,,,,0
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,0
00211,,,,0,,,,,,,0
00213,,,,0.1,,,,,,,0
00216,,,,0,,,,,,,0
00217,-1.7,-0.9,-3.1,0,,,,,,94,0
00222,1,2.4,-0.2,0,,,,,,88,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,0.3,1.2,-0.3,0,7.8,3.4,0,7.9,978.3,91,0
00240,,,,0,,,,,,,0
00245,,,,0,,,,,,,0
00257,1.9,3.2,-0.9,0,,,,,,82,0
00259,1.1,2.7,-0.2,0.1,,,,,,94,0
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,43
00277,,,,0.4,,,,,,,0
00279,,,,0,,,,,,,0
00282,2.1,4.1,0.1,0,6.4,2,0,8,1009,77,0
00287,,,,0,,,,,,,0
00289,,,,0,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,0
00294,3.5,4.2,2.5,0,,,,,,94,
00296,,,,0,,,,,,,0
00298,3.3,4.6,1.1,0,7.9,2.7,,7.9,1042,91,0
00301,,,,0,,,,,,,0
00303,2.9,4.6,0.5,0,6.2,1.7,,7.6,1034.4,91,0
00309,,,,0,,,,,,,0
00310,,,,0.2,,,,,,,0
00312,,,,0,,,,,,,0
00314,1.5,2,1,0.3,,,,,,95,0
00318,,,,0.2,,,,,,,0
00319,,,,0.1,,,,,,,0
00320,1.4,3.3,-0.8,0,,,,,,80,0
00323,,,,0.1,,,,,,,0
00325,,,,0,,,,,,,0
00330,-0.3,0.9,-1.5,0,,,,,,90,0
00333,,,,0,,,,,,,0
00336,,,,0.6,,,,,,,0
00342,3.4,5.4,2.5,0,7.6,1.5,0.6,7.8,1028.7,93,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,0,,,,,,,0
00359,,,,0,,,,,,,0
00360,,,,0,,,,,,,0
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,2.8,,,0,4.6,0.9,,5.2,1032.2,93,0
00371,,,,0,,,,,,,0
00376,,,,0.1,,,,,,,0
00377,1.7,2.7,0.6,0,,,,,,85,
00378,,,,0,,,,,,,0
00379,0.8,2.5,-0.1,0.6,,,,,,95,0
00389,,,,0,,,,,,,0
00390,-0.2,0.6,-1.1,0.1,,,,,,97,0
00400,3.5,5.3,2.5,0,,,,,,91,0
00403,3.7,5.9,2.2,0,,,0.2,7.9,1031.4,92,0
00420,3.7,5.2,2.8,0,,,,,,90,
