station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,6.3,2.1,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,0
00044,12.3,21.6,3.9,0,,,12.1,,,59,0
00046,,,,0,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,12.3,20.2,4.1,0,,,,,,59,0
00078,12.8,21.5,3.3,0,,,,,,55,0
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,0
00090,,,,,6,1.7,,,,,
00091,11.3,21.4,2.3,0,,,,,,61,
00096,12.9,21.7,2.7,0,8.1,1.4,,2,1014.7,62,0
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,0
00125,9.2,,,0,9.8,2.6,,,930.3,63,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,12.3,19.3,5.5,0,,,,,,65,0
00141,,,,0,,,,,,,0
00142,11.3,18.6,4.3,0,,,,,,57,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,13.2,21.6,6.1,0,,,,,,53,0
00151,10.4,20.5,0.4,0,,,,,,64,0
00154,9.3,17.6,1.2,0,,,,,,67,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,12.4,23,1.5,0,6.2,1.7,,0,1010.2,59,0
00163,,,,0,,,,,,,0
00164,11.7,20.4,3.1,0,12.1,2.3,,3.1,1014.1,68,0
00167,9.7,20.1,0.2,0,,,,,,72,0
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,8.5,14.4,3.7,0,9.9,4.5,12.3,1.7,1016.8,74,0
00187,,,,0,,,,,,,0
00191,11,21.3,1,0,,,,,,61,0
00194,,,,0,,,,,,,0
00197,,,,,7.3,1.8,,,,,
00198,12.3,21.1,2.8,0,5.9,1.6,,0,1000.8,60,0
00200,,,,0,,,,,,,0
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,0
00211,,,,0,,,,,,,0
00213,,,,0,,,,,,,0
00216,,,,0,,,,,,,0
00217,9.8,17,2.4,0,,,,,,66,0
00222,10.7,20.4,1.1,0,,,,,,66,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,9.3,19.1,-0.6,0,10.7,2.6,12.3,0,962.9,63,0
00240,,,,0,,,,,,,0
00245,,,,0,,,,,,,0
00257,13.6,24.3,4.5,0,,,,,,53,0
00259,12.2,21.6,3.2,0,,,,,,68,0
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,0
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,0
00282,11.5,22,0.3,0,6.9,1.2,12.2,0,990.9,58,0
00287,,,,0,,,,,,,0
00289,,,,0,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,0
00294,13.4,22.3,5.5,0,,,,,,59,
00296,,,,0,,,,,,,0
00298,7.5,17.3,-1.7,0,8.5,2.3,,2.5,1021.4,75,0
00301,,,,0,,,,,,,0
00303,11.5,21.5,0,0,4.9,1.2,,1.8,1013.8,68,0
00309,,,,0,,,,,,,0
00310,,,,0,,,,,,,0
00312,,,,0,,,,,,,0
00314,12.2,19,4.3,0,,,,,,65,0
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,9.9,21,-0.9,0,,,,,,65,0
00323,,,,0,,,,,,,0
00325,,,,0,,,,,,,0
00330,13.8,20.2,7.3,0,,,,,,47,0
00333,,,,0,,,,,,,0
00336,,,,0,,,,,,,0
00342,13,21.1,2.9,0,6.9,1.8,12.2,0.4,1008.4,56,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,0,,,,,,,0
00359,,,,0,,,,,,,0
00360,,,,0,,,,,,,0
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,11.9,,,0,5.1,1,,0.2,1011.8,57,0
00371,,,,0,,,,,,,0
00376,,,,0,,,,,,,0
00377,15.6,21.3,9.8,0,,,,,,42,0
00378,,,,0,,,,,,,0
00379,10,19.3,-0.2,0,,,,,,67,0
00389,,,,0,,,,,,,0
00390,12.4,18.8,3.5,0,,,,,,49,0
00400,13.4,21.6,3.4,0,,,,,,63,0
00403,13.7,21.2,4.8,0,,,12.3,1.4,1011,63,0
00420,14.5,22.1,5.6,0,,,,,,57,
00426,,,,0,,,,,,,0
00427,13.8,21.6,3.9,0,8.7,2,12.1,,1014.5,60,
00433,13.9,21.5,4.2,0,8.9,1.9,,1.9,1014.8,62,0
00440,,,,0,,,,,,,0
00443,,,,0,,,,,,,0
00445,12.2,21.2,2.7,0,,,,,,63,0
00446,,,,0,,,,,,,0
00447,,,,0,,,,,,,0
00460,14.9,22.4,8.2,0,9.8,4,12.1,0,974.8,43,0
00468,,,,0,,,,,,,
00475,,,,0,,,,,,,0
00476,,,,0,,,,,,,0
00479,,,,0,,,,,,,0
00480,,,,0,,,,,,,0
00488,,,,0,,,,,,,0
00490,,,,0,,,,,,,0
00496,,,,0,,,,,,,0
00498,,,,0,,,,,,,0
00504,,,,0,,,,,,,0
00509,,,,0,,,,,,,0
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,0
00518,,,,0,,,,,,,0
00522,,,,0,,,,,,,0
00527,,,,0,,,,,,,0
00533,,,,0,,,,,,,0
00535,12.2,20.4,3.7,0,,,,,,56,0
00537,,,,0,,,,,,,0
00542,,,,0,,,,,,,0
00550,,,,0,,,,,,,0
00551,,,,0,,,,,,,0
00552,,,,0,,,,,,,0
00554,,,,0,,,,,,,0
00555,15.6,22.5,6.8,0,,,,,,45,
00560,,,,0,,,,,,,0
00561,,,,0,,,,,,,0
00562,,,,0,,,,,,,0
00567,,,,0,,,,,,,0
