station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,6.8,2.3,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,
00041,,,,0,,,,,,,0
00044,14.7,21.1,8.5,0,,,7.7,,,81,
00046,,,,0,,,,,,,
00053,,,,0,,,,,,,
00055,,,,0.1,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,12.9,18,9.2,0,,,,,,87,
00078,14.2,20.6,8.6,0,,,,,,86,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,
00090,,,,,4.8,1.1,,,,,
00091,11.9,17.7,6.4,0,,,,,,91,
00096,11.7,19.3,5.8,0,7,1.5,,0.2,1018.3,67,0
00102,16.2,23.6,13.4,,10.9,5.5,,,1019.7,71,
00103,,,,0,,,,,,,
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,
00125,10.8,,,0,8.2,2.9,,,933.2,92,
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,
00131,12.9,19.8,6.8,0,,,,,,82,
00141,,,,0,,,,,,,
00142,10.8,14.2,8.6,0,,,,,,92,
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,10.2,13.9,6.6,0,,,,,,97,
00151,11.3,18.3,6.1,0,,,,,,86,
00154,11.8,17.5,6.9,0.1,,,,,,91,
00158,,,,0.1,,,,,,,
00160,,,,0,,,,,,,0
00161,11.6,17.8,7.5,0,4.8,1.1,,4.3,1013.6,91,0
00163,,,,0,,,,,,,0
00164,10.6,18.1,4.4,0,6.9,2.4,,1.8,1018.4,73,0
00167,11.7,18.2,6.2,0,,,,,,77,
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,14.3,16.1,12.2,0,12,3.1,10.8,1.5,1021.6,76,0
00187,,,,0,,,,,,,0
00191,11.8,18.1,7.9,0,,,,,,89,
00194,,,,0,,,,,,,
