station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,3.3,,,,,,,0
00011,,,,,6.2,1.6,,,,,
00019,,,,6.9,,,,,,,0
00020,,,,4.3,,,,,,,0
00021,,,,1,,,,,,,0
00022,,,,7.9,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,1.1,,,,,,,0
00041,,,,0,,,,,,,0
00044,2,3,1.2,0,,,0.9,,,79,0
00046,,,,0,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0.1,,,,,,,0
00057,,,,1.6,,,,,,,0
00063,,,,0.7,,,,,,,0
00064,,,,0,,,,,,,0
00073,1.2,4.6,-0.7,0,,,,,,81,0
00078,1,1.9,0,4.7,,,,,,83,0
00079,,,,0.8,,,,,,,0
00087,,,,0,,,,,,,0
00090,,,,,7.8,2.1,,,,,
00091,0.4,3.5,-1.7,4.8,,,,,,84,
00096,0.4,2.9,-1.4,0,8.8,2.7,,5.5,1025.8,77,0
00103,,,,0,,,,,,,0
00105,,,,1.7,,,,,,,0
00110,,,,13,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,2.4,,,,,,,0
00124,,,,0,,,,,,,0
00125,1.7,,,0,6.2,1.7,,7,933.8,85,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,4,,,,,,,0
00131,-0.2,3.4,-2,0,,,,,,89,0
00141,,,,0,,,,,,,0
00142,0.7,4.8,-1.7,1,,,,,,89,0
00145,,,,0.5,,,,,,,0
00146,,,,0.5,,,,,,,
00150,2.4,5.4,-0.1,6.1,,,,,,84,0
00151,0.2,4.6,-3.4,0,,,,,,83,0
00154,0.8,4.8,-2.1,0,,,,,,86,0
00158,,,,5.7,,,,,,,0
00160,,,,0,,,,,,,0
00161,2.5,5.9,-1.2,4,7.6,1.4,,7.8,1014.6,83,0
00163,,,,0,,,,,,,0
00164,0.2,3.5,-2.2,0,7.3,3.5,,5.6,1026.2,78,0
00167,0.7,2.3,-2.1,0,,,,,,75,0
00170,,,,0,,,,,,,0
00173,,,,9.5,,,,,,,0
00178,,,,2.5,,,,,,,0
00183,2,2.7,1.3,0,22.8,12.9,0,6.9,1030.2,81,0
00187,,,,4.6,,,,,,,0
00191,2,6.5,-1.8,3.9,,,,,,78,0
00194,,,,8.9,,,,,,,0
00197,,,,,10.6,3,,,,,
00198,-0.5,1.2,-2.1,0,7.6,4.3,,7.2,1008.3,90,0
00200,,,,7.2,,,,,,,0
00201,,,,2,,,,,,,0
00202,,,,5.9,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,0
00211,,,,3.3,,,,,,,0
00213,,,,0,,,,,,,0
00216,,,,5.2,,,,,,,0
00217,1.5,6.8,-1.1,0,,,,,,87,0
00222,0.6,4.8,-2.4,0,,,,,,77,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,1.3,6.2,-1.8,1.1,6.7,1.7,2.9,7.3,967.5,87,0
00240,,,,4.6,,,,,,,0
00245,,,,0,,,,,,,0
00257,3.1,8.5,-1.1,7.4,,,,,,91,0
00259,3.6,11.5,-0.3,13,,,,,,94,0
00262,,,,0,,,,,,,0
00269,,,,12.4,,,,,,,0
00275,,,,0.1,,,,,,,42
00277,,,,4.7,,,,,,,0
00279,,,,5,,,,,,,0
00282,1.6,6.8,-2.4,0.9,6.8,1.3,2.1,6.8,996.5,79,0
00287,,,,0,,,,,,,0
00289,,,,0,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,0
00294,0,1.9,-1.2,0,,,,,,87,
00296,,,,0,,,,,,,0
00298,1.8,3.1,-0.2,0,12.6,7.2,,6.1,1034.3,79,0
00301,,,,5.3,,,,,,,0
00303,-0.2,4.3,-2.1,0,7.6,2.6,,6.5,1024.2,80,0
00309,,,,2.1,,,,,,,0
00310,,,,1.5,,,,,,,0
00312,,,,0,,,,,,,0
00314,-0.2,5.3,-3.3,0,,,,,,82,0
00318,,,,0,,,,,,,0
00319,,,,0.9,,,,,,,0
00320,0.6,4.9,-3,0,,,,,,83,0
00323,,,,1.8,,,,,,,0
00325,,,,4.4,,,,,,,0
00330,2.1,5.6,-1.1,5,,,,,,80,0
00333,,,,0,,,,,,,0
00336,,,,0.4,,,,,,,0
00342,0.4,1.4,-0.7,3.6,11.3,4,0.4,7.8,1014.7,84,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,14,,,,,,,0
00359,,,,0,,,,,,,0
00360,,,,0.4,,,,,,,0
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,0.9,,,0,9.3,2.3,,5.3,1020.3,79,0
00371,,,,0,,,,,,,0
00376,,,,4.3,,,,,,,0
00377,3,5.5,1.1,7.3,,,,,,86,
00378,,,,0,,,,,,,0
00379,-1.5,-0.3,-3.4,0,,,,,,93,0
00389,,,,2.4,,,,,,,0
00390,-1.3,1.4,-2.6,2.9,,,,,,92,0
00400,0.3,3.2,-1.6,0,,,,,,76,0
00403,0.3,3.9,-1.6,0,,,1.9,4.6,1021.7,80,0
00420,0.3,3.2,-1.7,0,,,,,,75,
00426,,,,0,,,,,,,0
00427,-0.2,3.6,-2,0,10.3,4.8,1.6,,1025.4,77,
00433,0.3,3.6,-1.6,0,10.7,4.9,,5.2,1025.7,77,0
00440,,,,14.8,,,,,,,0
00443,,,,0,,,,,,,0
00445,-0.2,2.8,-2,0,,,,,,85,0
00446,,,,0,,,,,,,0
00447,,,,0,,,,,,,0
00460,2.3,4.8,0.1,14.1,8.5,3.5,0,7.9,977.6,95,0
00468,,,,9.3,,,,,,,
00475,,,,1.4,,,,,,,0
00476,,,,7,,,,,,,0
00479,,,,3.9,,,,,,,0
00480,,,,4.3,,,,,,,0
00488,,,,5.1,,,,,,,0
00490,,,,0,,,,,,,0
00496,,,,0,,,,,,,0
00498,,,,15.5,,,,,,,0
00504,,,,0,,,,,,,0
00509,,,,0,,,,,,,0
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,0
00518,,,,0,,,,,,,0
00522,,,,2,,,,,,,0
00527,,,,0,,,,,,,0
00533,,,,1.4,,,,,,,0
00535,1.4,3.9,-1.5,2.3,,,,,,89,0
00537,,,,9.8,,,,,,,0
00542,,,,0,,,,,,,0
00550,,,,0,,,,,,,0
00551,,,,0,,,,,,,0
00552,,,,1.4,,,,,,,0
00554,,,,3.4,,,,,,,0
00555,2.3,4,0.3,3.9,,,,,,76,
00560,,,,0,,,,,,,0
00561,,,,0,,,,,,,0
00562,,,,0.3,,,,,,,0
00567,,,,1.8,,,,,,,0
00572,,,,0,,,,,,,0
00579,,,,0,,,,,,,0
00582,,,,9.5,,,,,,,0
00583,,,,15.5,,,,,,,0
00584,,,,0,,,,,,,0
00589,,,,0,,,,,,,0
00591,1.4,3.8,-0.5,0,10.9,5.3,5.4,5.6,1025.9,78,0
00595,,,,0,,,,,,,0
00596,2.2,3.1,1,0,14.8,10.2,0.3,6.8,1031.3,79,0
00603,2.7,5.8,-1.5,0.4,15.3,3.4,,7.2,1005.4,81,0
00606,,,,2.5,,,,,,,0
00608,,,,2.6,,,,,,,0
00610,,,,4.5,,,,,,,0
00611,,,,0,,,,,,,0
00613,,,,8.2,,,,,,,0
00617,2,3.4,0.3,6.4,,,,,,81,0
00619,,,,,15.8,7.5,,,,,
00622,,,,0,,,,,,,0
00624,,,,4.4,,,,,,,0
00628,,,,0,,,,,,,0
00630,,,,0,,,,,,,0
00633,,,,0,,,,,,,0
00642,,,,,13.4,7.5,,,,,
00644,,,,9.1,,,,,,,0
00645,,,,2,,,,,,,0
00647,,,,0,,,,,,,0
00653,,,,0,,,,,,,0
00654,,,,2.6,,,,,,,0
00656,-2.4,1,-3.4,0,9.3,4.1,,7.2,954.1,92,0
00662,0.1,2.5,-1.7,0,11.5,4.3,0.7,7.4,1019.5,84,0
00668,,,,7.3,,,,,,,0
00672,,,,0,,,,,,,0
00677,,,,2.4,,,,,,,0
00684,,,,5.1,,,,,,,0
00690,,,,0,,,,,,,0
00691,2.2,3.8,0.9,0,12,6.1,3.4,7.2,1029.2,76,0
00701,2.8,4.2,1.1,0,13.5,5.9,2.9,6.8,1029.7,76,0
00704,2.3,4,0,0,11,5.6,3.5,6.6,1029.4,76,0
00708,,,,0,,,,,,,29
00710,,,,6.4,,,,,,,0
00714,,,,0,,,,,,,0
00721,,,,0,,,,,,,0
00722,-4.4,-2.6,-6,0,25.3,11,5.5,6.8,890.7,89,18
00723,,,,6.1,,,,,,,0
00731,,,,6.9,,,,,,,0
00732,,,,12.4,,,,,,,
00734,,,,0,,,,,,,0
00735,,,,0,,,,,,,0
00741,,,,0,,,,,,,0
00745,,,,0,,,,,,,0
00747,,,,0,,,,,,,0
00752,,,,3.1,,,,,,,0
00753,,,,0,,,,,,,
00755,1.7,5.5,-2.6,6.9,,,,,,84,0
00756,,,,1.5,,,,,,,0
00757,4.4,8.9,-0.2,6,,,,,,88,0
00759,,,,0.8,,,,,,,5
00760,1.4,3.6,-0.7,0,,,,,,81,0
00766,0.2,,,5.9,9.8,3.9,,,963.9,94,0
00769,0.5,,,2.1,,,,7.7,1018.9,83,0
00774,,,,3.9,,,,,,,0
00775,,,,0,,,,,,,
00788,,,,,18.2,12.5,,,,,
00789,,,,5.3,,,,,,,0
00791,,,,0,,,,,,,0
00796,,,,4.8,,,,,,,0
00797,,,,0,,,,,,,0
00801,,,,2.4,,,,,,,0
00803,,,,0.7,,,,,,,0
00807,,,,2.2,,,,,,,0
00808,,,,0,,,,,,,0
00811,,,,0,,,,,,,0
00812,,,,0,,,,,,,0
00814,,,,1.1,,,,,,,0
00815,,,,0,,,,,,,0
00816,,,,0,,,,,,,0
00817,0.9,4.7,-1.2,5.8,,,,,,82,0
00820,,,,0,,,,,,,0
00822,,,,0,,,,,,,0
00827,,,,0,,,,,,,0
00831,,,,0,,,,,,,0
00836,,,,0,,,,,,,0
00837,,,,2.6,,,,,,,0
00839,,,,0,,,,,,,
00840,-0.6,1,-1.9,0,12.4,3.5,0,6.9,919.7,75,0
00845,,,,0,,,,,,,0
00848,,,,0,,,,,,,0
00850,0.8,,,0,,,,6.6,1023.2,81,0
00851,,,,0,,,,,,,0
00853,0.8,4,-2.4,0,9.2,2.3,0,6.1,976.8,76,0
00856,0.7,4.8,-2.7,0,7.4,2.1,2.5,6.1,958.2,87,0
00857,,,,0,,,,,,,0
00860,0.2,2.7,-1.1,0,,,,,,85,0
00867,2,4.8,-0.5,0,9.7,3.7,1.5,7.4,984,76,0
00870,,,,0,,,,,,,0
00871,,,,6.8,,,,,,,0
00874,,,,0,,,,,,,0
00880,-0.2,3.9,-2.9,0,9.1,3.2,0.9,5.4,1022.5,79,0
00882,,,,0,,,,,,,0
00885,,,,0,,,,,,,0
00891,2.9,3.9,1.4,0,17.4,10.5,,6.8,1030.5,79,0
00893,,,,0,,,,,,,0
00896,-0.8,0.5,-2.1,0,,,,,,92,0
00902,,,,4.5,,,,,,,0
00911,,,,0,,,,,,,0
00917,2.8,7.9,-1.3,7.3,,,,,,80,
00922,,,,0.9,,,,,,,0
00923,,,,1.9,,,,,,,0
00931,,,,3.8,,,,,,,0
00933,,,,0.1,,,,,,,0
00934,,,,1.5,,,,,,,0
00936,,,,0,,,,,,,0
00939,,,,0,,,,,,,0
00942,,,,5.2,,,,,,,0
00945,,,,0.8,,,,,,,0
00952,,,,0,,,,,,,0
00953,1.6,4.9,0,9.2,16.7,4.8,0.3,7.8,963.7,89,0
00956,,,,0,,,,,,,0
00958,,,,4.8,,,,,,,0
00961,,,,10,,,,,,,0
00962,,,,0,,,,,,,0
00963,1.2,2.9,0,3.9,13.3,5.4,0.3,7.6,1023.2,80,0
00966,,,,0,,,,,,,0
00970,,,,1.8,,,,,,,0
00973,,,,0,,,,,,,0
00974,,,,0,,,,,,,0
00978,,,,3.7,,,,,,,0
00983,1.9,6.1,-0.6,1.7,,,2.8,,,86,0
00985,,,,2.7,,,,,,,0
00988,,,,7.8,,,,,,,0
00989,,,,3.2,,,,,,,0
00991,0,5.4,-3.9,0,,,,,,79,0
01001,-0.2,2.9,-1.9,0,6.9,2.7,,6.4,1018.2,82,0
01011,,,,,12.8,4.3,,,,,
01013,,,,,4.3,1.3,,,,,
01014,,,,4.1,,,,,,,0
01016,,,,0,,,,,,,0
01021,,,,0,,,,,,,0
01022,,,,0,,,,,,,0
01023,,,,0,,,,,,,
01024,,,,0.6,,,,,,,
01027,,,,0,,,,,,,0
01030,,,,0,,,,,,,0
01039,,,,3.8,,,,,,,0
01046,,,,5.6,,,,,,,0
01048,1.1,5.1,-1.5,0,9.3,3.8,1.1,6.4,1000.4,77,0
01050,1.8,7.5,-2.5,0,,,,,,73,
01051,,,,0,,,,,,,0
01052,-0.2,2.4,-2,0,,,,,,82,0
01054,,,,9.2,,,,,,,0
01055,,,,4.4,,,,,,,0
01056,,,,0,,,,,,,0
01060,,,,0.1,,,,,,,0
01067,,,,0,,,,,,,
01072,2.7,5.5,-0.6,6,,,,,,86,0
01078,2.6,4.5,0.5,2.7,9.8,4.1,,7.6,1019.1,84,0
01089,,,,5.7,,,,,,,0
01090,,,,0,,,,,,,0
01092,,,,0.6,,,,,,,0
01094,,,,0.1,,,,,,,
01097,,,,0.5,,,,,,,0
01103,1,4.6,-1,0,,,,,,87,0
01107,1.3,6.1,-2.8,2.1,,,,,,80,0
01108,,,,4.5,,,,,,,0
01118,,,,0,,,,,,,0
01119,,,,0,,,,,,,0
01130,,,,0,,,,,,,0
01132,,,,0,,,,,,,0
01140,,,,0,,,,,,,0
01143,,,,2.8,,,,,,,0
01153,,,,0,,,,,,,1
01158,,,,0,,,,,,,0
01161,1,5.4,-1.2,0.4,,,,,,86,0
01162,,,,11,,,,,,,0
01166,,,,0,,,,,,,0
01170,,,,0.4,,,,,,,0
01176,,,,3.3,,,,,,,0
01197,1.6,5.9,-2.4,3.9,,,,,,82,0
01200,2.7,4.2,1,0,14.7,6.6,,6.5,1031.3,78,0
01202,,,,0,,,,,,,0
01207,-0.2,3,-2.9,0,,,,,,80,0
01214,3.4,9.2,-0.8,14.5,,,,,,93,0
01216,,,,6.7,,,,,,,0
01223,,,,4.8,,,,,,,0
01224,3,5.1,-1,11.3,,,,,,94,0
01227,,,,6.2,,,,,,,0
01230,,,,10,,,,,,,0
01232,,,,10.2,,,,,,,0
01235,,,,0,,,,,,,0
01237,,,,0,,,,,,,0
01241,,,,8.9,,,,,,,0
01244,,,,10.2,,,,,,,0
01246,1.3,3.3,-0.4,4.2,,,,,,82,0
01248,,,,0,,,,,,,0
01251,,,,12.4,,,,,,,0
01252,,,,0,,,,,,,0
01253,,,,7.7,,,,,,,
01255,3,6.6,-0.4,7.7,,,,,,89,0
01256,,,,2.4,,,,,,,0
01259,,,,0,,,,,,,0
01262,0.4,5.1,-4.6,0.6,7.2,2.1,3.5,6.8,971,87,0
01264,,,,0.7,,,,,,,0
01266,2.5,3.5,1,0,,,,,,79,0
01270,-1.5,-0.7,-2.6,0,7.9,2.5,,7.5,988.4,95,0
01277,,,,1.6,,,,,,,0
01278,,,,0,,,,,,,
01279,1.8,6.7,-2.3,0.7,,,,,,78,0
01282,,,,0,,,,,,,0
01283,,,,3.4,,,,,,,0
01290,,,,3.6,,,,,,,0
01297,0.6,1.5,-0.6,0.8,,,,,,84,0
01298,,,,0.9,,,,,,,0
01300,1.3,4.7,-2.1,3,,,,,,79,0
01301,,,,9.4,,,,,,,0
01303,1.9,3.6,0.1,2.9,10.9,3.7,0.2,7.5,1005.7,83,0
01304,,,,16.3,,,,,,,0
01305,,,,6.3,,,,,,,0
01309,,,,0,,,,,,,0
01313,,,,0.1,,,,,,,
01317,,,,0,,,,,,,0
01320,,,,0,,,,,,,0
01322,,,,3.6,,,,,,,0
01325,,,,0.7,,,,,,,0
01327,2.3,4.9,-1.1,0.1,,,,,,86,0
01332,0.9,3.4,-1.2,0.4,,,,,,80,0
01333,,,,0,,,,,,,0
01336,,,,0,,,,,,,0
