station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,1.9,,,,,,,0
00011,,,,,5.2,1.9,,,,,
00019,,,,1.1,,,,,,,0
00020,,,,1.8,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0.4,,,,,,,0
00029,,,,0.1,,,,,,,0
00041,,,,1.3,,,,,,,0
00044,2.9,8,-2.7,0,,,1.1,,,71,0
00046,,,,0.1,,,,,,,0
00053,,,,0,,,,,,,2
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,-0.7,4.7,-5.8,0,,,,,,65,0
00078,4.2,9.4,-3.1,0,,,,,,73,0
00079,,,,0,,,,,,,0
00087,,,,0.6,,,,,,,0
00090,,,,,7.1,2.9,,,,,
00091,2.5,6.7,-3.3,0.2,,,,,,69,
00096,-0.9,3.9,-7.1,0,8.2,3,,2.7,1021.3,61,0
00103,,,,0,,,,,,,0
00105,,,,0.2,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0.8,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,0.5,,,,,,,0
00125,3.5,,,0,9.3,2.2,,4.3,937.1,80,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,1
00130,,,,0,,,,,,,0
00131,0,6.7,-7.2,0,,,,,,66,0
00141,,,,0.9,,,,,,,1
00142,1.3,8.6,-5.3,0,,,,,,77,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,2.6,7.7,-2.7,1.2,,,,,,79,0
00151,-3.2,2.1,-10.3,0,,,,,,72,0
00154,1.5,10.7,-5.4,0,,,,,,74,0
00158,,,,0.2,,,,,,,0
00160,,,,0,,,,,,,0
00161,4,11.3,-1.9,1.9,7.4,1.5,,7.5,1015.3,78,0
00163,,,,0,,,,,,,0
00164,-2.3,2.5,-7.3,0,9.3,3.6,,3.2,1022.3,68,0
00167,-2,2.6,-7.1,0,,,,,,76,4
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0.2,,,,,,,0
00183,0.2,1.9,-2.1,0,14.4,7.8,9.2,3.2,1023.1,69,0
00187,,,,0,,,,,,,0
00191,0.5,3,-2.2,0,,,,,,61,0
00194,,,,0.3,,,,,,,0
00197,,,,,10.9,3.7,,,,,
00198,-0.3,4.6,-7,1.2,5.7,1.6,,5.2,1005.8,68,0
00200,,,,0.5,,,,,,,0
00201,,,,0.1,,,,,,,0
00202,,,,0.2,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,0
00211,,,,0,,,,,,,0
00213,,,,0.4,,,,,,,3
00216,,,,0,,,,,,,0
00217,3.9,12.5,-4.1,0,,,,,,79,0
00222,0.7,8.5,-8.7,0.6,,,,,,64,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,1.6,10.8,-5.3,0,3.6,1.1,7.5,5,970.2,76,0
00240,,,,0.2,,,,,,,0
00245,,,,0,,,,,,,0
00257,4.9,13.2,-1.4,0,,,,,,86,0
00259,7.2,15.4,-1.1,0.2,,,,,,84,0
00262,,,,0.5,,,,,,,3
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,46
00277,,,,0,,,,,,,0
00279,,,,0.8,,,,,,,0
00282,-1.1,4.2,-7.5,0,5.3,1,0,7.7,998.3,70,0
00287,,,,0,,,,,,,0
00289,,,,0.1,,,,,,,0
00290,,,,0.1,,,,,,,3
00292,,,,0,,,,,,,0
00294,3.3,8.4,-5.6,0.8,,,,,,67,
00296,,,,0,,,,,,,0
00298,-1.2,3.1,-7,0,11.5,5.2,,3.7,1026.9,69,0
00301,,,,1.1,,,,,,,5
00303,-1.7,4.9,-10.3,0,9.2,3.8,,3.5,1021.4,65,2
00309,,,,0,,,,,,,0
00310,,,,0.1,,,,,,,0
00312,,,,0,,,,,,,0
00314,-0.4,2.5,-4.2,0,,,,,,52,6
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,-1.4,2,-5.2,1.6,,,,,,61,0
00323,,,,0.7,,,,,,,0
00325,,,,0.4,,,,,,,0
00330,3.1,7.2,-1,0.7,,,,,,74,0
00333,,,,0,,,,,,,4
00336,,,,0.3,,,,,,,0
00342,4.4,8.6,-0.4,0,7.3,3.1,1.2,6.9,1009.3,64,0
00349,,,,0,,,,,,,1
00351,,,,0.1,,,,,,,3
00357,,,,0.1,,,,,,,0
00359,,,,0,,,,,,,0
00360,,,,0,,,,,,,0
00364,,,,0,,,,,,,0
00366,,,,0.2,,,,,,,0
00368,1,,,0.4,5.7,1.7,,4.6,1014.2,59,
00371,,,,0,,,,,,,0
00376,,,,0.5,,,,,,,0
00377,4.7,10.3,-0.4,0.1,,,,,,78,
00378,,,,0.9,,,,,,,0
00379,0.8,9,-9.4,0.5,,,,,,73,0
00389,,,,0.4,,,,,,,0
00390,0.1,4.1,-4,0,,,,,,73,0
00400,-1.5,2.9,-6.9,0,,,,,,64,6
00403,-0.7,4.3,-6.9,0,,,9.1,3.5,1018.2,63,7
00420,-1,3.4,-6.7,0,,,,,,60,
00426,,,,0,,,,,,,5
00427,-1.1,4,-8.2,0,10.1,4.3,8.9,,1022.2,60,
00433,-0.8,4,-6.4,0,8.1,3.8,,3.3,1022.3,61,7
00440,,,,0.8,,,,,,,0
00443,,,,0,,,,,,,2
00445,-0.3,4.6,-6.2,0,,,,,,71,0
00446,,,,0,,,,,,,0
00447,,,,0.5,,,,,,,0
00460,5.7,13.2,-0.5,0.9,9.3,2.9,1.2,7.8,980.7,76,0
00468,,,,1.2,,,,,,,
00475,,,,0,,,,,,,0
00476,,,,1.5,,,,,,,0
00479,,,,0,,,,,,,0
00480,,,,0,,,,,,,0
00488,,,,0,,,,,,,0
00490,,,,0.4,,,,,,,0
00496,,,,0,,,,,,,0
00498,,,,0,,,,,,,0
00504,,,,0,,,,,,,3
00509,,,,0.9,,,,,,,3
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,3
00518,,,,0.3,,,,,,,0
00522,,,,0.2,,,,,,,0
00527,,,,0.4,,,,,,,3
00533,,,,0,,,,,,,0
00535,4.5,10,-0.4,0.3,,,,,,77,0
00537,,,,0,,,,,,,0
00542,,,,0.2,,,,,,,0
00550,,,,0,,,,,,,0
00551,,,,0.3,,,,,,,0
00552,,,,0,,,,,,,0
00554,,,,0,,,,,,,0
00555,7.8,12.7,2.6,0,,,,,,65,
00561,,,,0.2,,,,,,,0
00562,,,,0,,,,,,,0
00567,,,,1.4,,,,,,,0
00572,,,,0,,,,,,,0
00579,,,,0,,,,,,,3
00582,,,,0,,,,,,,0
00583,,,,0.2,,,,,,,0
00584,,,,0,,,,,,,0
00589,,,,0,,,,,,,0
00591,-0.2,3.9,-5,0,9.3,5.5,5.8,5.3,1019,63,0
00595,,,,0,,,,,,,5
00596,0.9,5.2,-3.2,0,12.2,6.6,7.7,4.2,1023.2,58,0
00603,6.6,11.2,1.2,0.3,9.2,3.1,,7.8,1005.2,72,0
00606,,,,0,,,,,,,0
00608,,,,0.3,,,,,,,0
00610,,,,0,,,,,,,0
00611,,,,0.7,,,,,,,0
00613,,,,0.4,,,,,,,0
00617,6.2,12,-2,0.3,,,,,,74,0
00619,,,,,10.5,5.8,,,,,
00622,,,,0,,,,,,,0
00624,,,,0.3,,,,,,,1
00628,,,,0.2,,,,,,,0
00630,,,,0,,,,,,,4
00633,,,,0,,,,,,,0
00642,,,,,8.9,5.7,,,,,
00644,,,,0.1,,,,,,,
00645,,,,0,,,,,,,0
00647,,,,0.3,,,,,,,0
00653,,,,0,,,,,,,0
00654,,,,0,,,,,,,0
00656,0,5.2,-7.1,0.2,7.6,2.2,,6,951.5,73,5
00662,0.8,6.1,-4.6,0.5,7.3,3.4,6.2,4.8,1014.4,67,0
00668,,,,0.1,,,,,,,0
00672,,,,0,,,,,,,0
00677,,,,0,,,,,,,0
00684,,,,0,,,,,,,6
00690,,,,0.1,,,,,,,0
00691,2.2,6.6,-2.9,0,8.2,4.1,2.9,6.9,1022,65,0
00701,2.8,7.7,-1.8,0.2,9.4,4.8,1.9,7.1,1021.2,62,0
00704,1.9,6,-3.5,0.5,6.5,3.4,2.9,6.6,1021.4,62,0
00708,,,,0,,,,,,,39
00710,,,,0.1,,,,,,,0
00714,,,,0,,,,,,,5
00721,,,,0.1,,,,,,,0
00722,0.6,4.8,-5,1.8,16.3,9.8,4.3,6.3,889.1,80,17
00723,,,,0.4,,,,,,,0
00731,,,,0.1,,,,,,,0
00732,,,,0.8,,,,,,,
00734,,,,0,,,,,,,0
00735,,,,0,,,,,,,2
00741,,,,0,,,,,,,0
00745,,,,0,,,,,,,0
00747,,,,0.3,,,,,,,0
00752,,,,0.1,,,,,,,1
00753,,,,0.7,,,,,,,
00755,1.5,5.9,-3.9,0.5,,,,,,74,0
00756,,,,0.4,,,,,,,0
00757,7.6,14.7,1,0,,,,,,81,0
00759,,,,0,,,,,,,7
00760,0.8,4.8,-4.4,0.1,,,,,,66,0
00766,4,,,0.1,9.8,2.9,,,965.4,81,0
00769,4.3,,,0.3,,,,6.7,1013.3,55,0
00774,,,,1.1,,,,,,,0
00775,,,,2.1,,,,,,,
00788,,,,,12,9,,,,,
00789,,,,0,,,,,,,0
00791,,,,2.6,,,,,,,0
00796,,,,0,,,,,,,0
00797,,,,0,,,,,,,0
00801,,,,1.8,,,,,,,0
00803,,,,0,,,,,,,0
00807,,,,0.4,,,,,,,0
00808,,,,0,,,,,,,0
00811,,,,0,,,,,,,0
00812,,,,0,,,,,,,0
00814,,,,0.1,,,,,,,0
00815,,,,0.5,,,,,,,0
00816,,,,0.1,,,,,,,1
00817,1,4.4,-6.3,0.1,,,,,,69,0
00820,,,,0.2,,,,,,,0
00822,,,,0,,,,,,,3
00827,,,,0.5,,,,,,,0
00831,,,,0,,,,,,,3
00836,,,,0.1,,,,,,,0
00837,,,,0.8,,,,,,,0
00839,,,,0,,,,,,,
00840,-3,1.6,-8.4,0.8,10.5,3.3,,4.6,920.1,78,5
00845,,,,0,,,,,,,0
00848,,,,0.7,,,,,,,0
00850,0.9,,,0.5,,,,5.3,1017.5,64,0
00851,,,,1.1,,,,,,,0
00853,1.4,6.1,-5,0,9.6,3.2,6.4,4.4,976.1,64,2
00856,1.8,10.4,-5.8,0,4.6,1.6,5.8,5.2,961.2,77,0
00857,,,,0,,,,,,,0
00860,1.1,7.5,-5.6,0.6,,,,,,72,0
00867,-0.8,2.4,-4.8,0,7.3,3.4,0,7.5,985.6,61,0
00870,,,,0,,,,,,,0
00871,,,,0.1,,,,,,,0
00874,,,,0,,,,,,,0
00880,-1.3,4.7,-8.5,0,8.4,2.6,8.9,2,1020.6,62,0
00882,,,,0,,,,,,,1
00885,,,,0.3,,,,,,,0
00891,2.2,6.6,-2.5,0.2,9.6,4.8,,6.4,1021.1,63,0
00893,,,,0,,,,,,,0
00896,-1.4,5.4,-9.1,0.7,,,,,,78,0
00902,,,,0,,,,,,,0
00911,,,,0,,,,,,,0
00917,2.6,7.4,-2.7,0.6,,,,,,69,
00922,,,,0,,,,,,,0
00923,,,,0.8,,,,,,,0
00931,,,,0,,,,,,,0
00933,,,,0,,,,,,,0
00934,,,,0.2,,,,,,,0
00936,,,,0.1,,,,,,,0
00939,,,,0,,,,,,,0
00942,,,,0.3,,,,,,,0
00945,,,,1.6,,,,,,,0
00952,,,,0,,,,,,,0
00953,6.4,10.8,0.4,0.8,8.5,2.9,2.2,,966.3,81,0
00956,,,,0,,,,,,,3
00958,,,,0.3,,,,,,,0
00961,,,,0,,,,,,,0
00962,,,,1.3,,,,,,,0
00963,2.3,7.5,-4.3,0,5.8,3,1.6,6.8,1016.9,73,0
00966,,,,0.4,,,,,,,0
00970,,,,1,,,,,,,0
00973,,,,0,,,,,,,0
00974,,,,0.5,,,,,,,2
00978,,,,0.3,,,,,,,0
00983,0.6,9,-4.9,0,,,6.7,,,82,0
00985,,,,1.1,,,,,,,1
00988,,,,0,,,,,,,0
00989,,,,0,,,,,,,0
00991,-2.1,3.2,-13.5,0,,,,,,65,8
01001,-1,5.1,-10.2,0,7,2.8,,3.5,1016.2,60,0
01011,,,,,8.4,3.1,,,,,
01013,,,,,3.1,1,,,,,
01014,,,,0,,,,,,,0
01016,,,,0.5,,,,,,,0
01021,,,,1.4,,,,,,,0
01022,,,,0,,,,,,,4
01023,,,,0,,,,,,,
01024,,,,0,,,,,,,
01027,,,,1.7,,,,,,,0
01030,,,,0.5,,,,,,,0
01039,,,,0.8,,,,,,,0
01046,,,,0,,,,,,,0
01048,-0.2,2.6,-3.5,0,13,7.1,9,3,999.3,56,4
01050,0.5,3.1,-2.6,0,,,,,,51,
01051,,,,0,,,,,,,0
01052,0.1,3.8,-5.7,0,,,,,,60,3
01054,,,,0,,,,,,,0
01055,,,,0.4,,,,,,,0
01056,,,,0.6,,,,,,,0
01060,,,,1.6,,,,,,,0
01067,,,,0,,,,,,,
01072,4.2,9.3,-1,1.1,,,,,,75,0
01078,7.7,12,2.4,0.2,13.5,6.6,,7.2,1017,66,0
01089,,,,0,,,,,,,0
01090,,,,0,,,,,,,0
01092,,,,0,,,,,,,0
01094,,,,0,,,,,,,
01097,,,,0,,,,,,,0
01103,1.6,9.3,-4.6,0,,,,,,72,0
01107,-0.6,3.3,-6.4,0,,,,,,67,0
01108,,,,0.2,,,,,,,0
