station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,3,33,5,,
DENI042,1,9,3,31,4,,
DENI042,2,8,3,29,3,,
DENI042,3,8,3,,,,
DENI042,4,7,4,18,7,,
DENI042,5,7,4,9,15,,
DENI042,6,7,4,6,18,,
DENI042,7,8,5,17,19,,
DENI042,8,7,6,31,17,,
DENI042,9,6,5,47,14,0.1,
DENI042,10,6,5,51,19,0.5,
DENI042,11,5,4,71,7,0,
DENI042,12,6,3,79,4,0.3,
DENI042,13,7,4,86,5,0.6,
DENI042,14,8,4,89,5,0.5,
DENI042,15,10,4,92,6,0.1,
DENI042,16,14,5,92,8,0,
DENI042,17,14,4,95,9,0.4,
DENI042,18,14,4,91,10,0,
DENI042,19,16,5,88,12,0.3,
DENI042,20,16,6,90,9,0.4,
DENI042,21,13,4,80,7,0.7,
DENI042,22,9,2,64,6,0.7,
DENI042,23,10,2,59,7,0.3,
DENI068,0,10,4,,10,,0.28
DENI068,1,23,19,,,,0.29
DENI068,2,7,3,,9,,0.28
DENI068,3,7,4,,9,,0.25
DENI068,4,6,4,,11,,0.22
DENI068,5,6,4,,16,,0.19
DENI068,6,7,5,,28,,0.17
DENI068,7,7,5,,21,,0.17
DENI068,8,10,6,,,,0.2
DENI068,9,13,6,,,,0.19
DENI068,10,17,5,,,,0.21
DENI068,11,17,3,,,,0.23
DENI068,12,18,3,,19,,0.26
DENI068,13,18,4,,20,,0.29
DENI068,14,19,4,,18,,0.31
DENI068,15,19,4,,28,,0.32
DENI068,16,20,5,,31,,0.33
DENI068,17,20,4,,36,,0.36
DENI068,18,20,4,,33,,0.39
DENI068,19,19,4,,27,,0.41
DENI068,20,19,5,,22,,0.42
DENI068,21,18,5,,21,,0.44
DENI068,22,15,3,,13,,0.44
DENI068,23,15,2,,7,,0.45
