station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,5,33,13,,
DENI042,1,9,6,,12,,
DENI042,2,9,6,28,,,
DENI042,3,9,7,27,12,,
DENI042,4,8,6,26,11,,
DENI042,5,7,5,32,10,,
DENI042,6,7,5,27,12,,
DENI042,7,9,7,29,15,,
DENI042,8,11,10,34,16,,
DENI042,9,11,11,35,17,,
DENI042,10,11,13,54,13,,
DENI042,11,10,12,68,7,,
DENI042,12,9,10,72,6,,
DENI042,13,8,7,79,5,,
DENI042,14,7,6,81,6,,
DENI042,15,6,5,80,8,,
DENI042,16,5,4,83,7,,
DENI042,17,6,4,82,7,,
DENI042,18,8,5,68,16,,
DENI042,19,10,7,62,18,,
DENI042,20,10,7,64,14,,
DENI042,21,11,8,55,20,0,
DENI042,22,12,9,57,18,,
DENI042,23,12,9,59,16,0.2,
DENI068,0,28,12,,19,,0.22
DENI068,1,22,10,,17,,0.21
DENI068,2,18,9,,15,,0.2
DENI068,3,17,9,,,,0.18
DENI068,4,18,9,,19,,0.16
DENI068,5,16,9,,16,,0.13
DENI068,6,15,9,,18,,0.1
DENI068,7,16,10,,17,,0.08
DENI068,8,17,10,,18,,0.06
DENI068,9,26,15,,18,,0.06
DENI068,10,28,18,,20,,0.06
DENI068,11,21,13,,13,,0.06
DENI068,12,18,11,,12,,0.05
DENI068,13,16,8,,17,,0.04
DENI068,14,15,7,,17,,0.03
DENI068,15,13,6,,15,,0.02
DENI068,16,12,4,,17,,0.01
DENI068,17,14,6,,20,,
DENI068,18,19,9,,40,,
DENI068,19,21,10,,45,,0.02
DENI068,20,21,10,,32,,0.02
DENI068,21,21,10,,28,,0.04
DENI068,22,20,9,,23,,0.05
DENI068,23,22,8,,20,,0.07
