station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,11,11,2,31,,
DENI042,1,6,7,23,17,,
DENI042,2,4,5,,9,,
DENI042,3,4,4,38,7,,
DENI042,4,4,4,36,8,,
DENI042,5,4,4,31,10,,
DENI042,6,3,3,28,12,,
DENI042,7,3,2,27,13,,
DENI042,8,2,1,25,14,,
DENI042,9,2,1,23,13,,
DENI042,10,2,0.9,23,14,,
DENI042,11,1,1,20,17,,
DENI042,12,2,1,16,19,,
DENI042,13,2,2,9,27,,
DENI042,14,2,2,15,28,,
DENI042,15,5,3,36,26,,
DENI042,16,9,7,46,25,,
DENI042,17,5,4,61,15,,
DENI042,18,6,4,54,19,,
DENI042,19,9,6,51,21,,
DENI042,20,11,7,47,21,,
DENI042,21,7,5,61,13,0,
DENI042,22,7,4,57,,,
DENI042,23,6,3,60,12,,
DENI068,0,18,9,,29,,0.38
DENI068,1,14,8,,20,,0.36
DENI068,2,10,6,,12,,0.31
DENI068,3,10,5,,11,,0.27
DENI068,4,8,4,,14,,0.23
DENI068,5,10,5,,19,,0.21
DENI068,6,9,5,,30,,0.19
DENI068,7,7,3,,37,,0.22
DENI068,8,6,3,,36,,0.24
DENI068,9,7,3,,38,,0.26
DENI068,10,7,3,,39,,0.32
DENI068,11,7,3,,29,,0.36
DENI068,12,7,3,,34,,0.42
DENI068,13,7,3,,36,,0.47
DENI068,14,8,3,,46,,0.52
DENI068,15,11,4,,45,,0.55
DENI068,16,17,8,,51,,0.57
DENI068,17,14,5,,29,,0.57
DENI068,18,16,5,,39,,0.55
DENI068,19,19,7,,56,,0.58
DENI068,20,18,7,,41,,0.58
DENI068,21,14,5,,27,,0.56
DENI068,22,13,5,,30,,0.52
DENI068,23,11,3,,,,0.48
