station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,22,12,68,7,0.5,
DENI042,1,22,13,65,,0.3,
DENI042,2,20,13,51,6,0.6,
DENI042,3,24,15,52,16,1,
DENI042,4,23,16,57,10,,
DENI042,5,23,16,53,15,,
DENI042,6,23,17,63,15,,
DENI042,7,14,12,76,13,,
DENI042,8,11,11,76,12,,
DENI042,9,10,11,74,12,,
DENI042,10,11,11,75,10,,
DENI042,11,10,12,89,7,,
DENI042,12,6,9,95,8,,
DENI042,13,4,5,94,8,,
DENI042,14,3,4,96,8,,
DENI042,15,3,4,99,8,,
DENI042,16,7,9,94,10,,
DENI042,17,8,11,96,10,,
DENI042,18,6,8,96,12,,
DENI042,19,9,9,90,12,,
DENI042,20,13,13,89,10,0.1,
DENI042,21,16,17,85,10,,
DENI042,22,14,16,,10,,
DENI042,23,14,16,86,8,,
DENI068,0,25,13,,,,0.43
DENI068,1,25,14,,15,,0.41
DENI068,2,26,16,,19,,0.4
DENI068,3,24,16,,18,,0.39
DENI068,4,22,16,,29,,0.39
DENI068,5,27,19,,43,,0.39
DENI068,6,21,15,,60,,0.41
DENI068,7,19,12,,47,,0.43
DENI068,8,22,15,,30,,0.46
DENI068,9,18,10,,29,,0.48
DENI068,10,23,13,,29,,0.5
DENI068,11,23,14,,20,,0.51
DENI068,12,17,9,,22,,0.51
DENI068,13,14,6,,32,,0.51
DENI068,14,11,4,,25,,0.49
DENI068,15,11,5,,22,,0.46
DENI068,16,16,8,,14,,0.44
DENI068,17,17,10,,15,,0.41
DENI068,18,13,8,,15,,0.38
DENI068,19,14,9,,14,,0.36
DENI068,20,16,12,,15,,0.34
DENI068,21,16,15,,12,,0.31
DENI068,22,14,14,,11,,0.29
DENI068,23,14,14,,10,,0.26
