station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,16,12,3,27,,
DENI042,1,16,12,3,19,0.1,
DENI042,2,17,12,3,17,,
DENI042,3,16,12,3,14,,
DENI042,4,17,12,,,0,
DENI042,5,18,13,3,14,0,
DENI042,6,19,14,1,17,0.2,
DENI042,7,21,15,1,21,,
DENI042,8,21,16,1,20,,
DENI042,9,21,16,1,21,0.2,
DENI042,10,24,18,2,28,,
DENI042,11,24,19,5,33,,
DENI042,12,21,17,10,30,,
DENI042,13,17,15,11,28,,
DENI042,14,13,12,7,28,,
DENI042,15,12,11,2,28,0.1,
DENI042,16,11,11,0.9,28,,
DENI042,17,10,11,5,30,,
DENI042,18,7,8,23,22,,
DENI042,19,8,9,24,21,,
DENI042,20,8,10,27,17,,
DENI042,21,9,12,24,17,,
DENI042,22,8,10,16,17,,
DENI042,23,6,7,17,14,,
DENI068,0,23,14,,35,,0.65
DENI068,1,24,15,,,,0.61
DENI068,2,22,15,,24,,0.58
DENI068,3,40,22,,21,,0.56
DENI068,4,24,21,,20,,0.52
DENI068,5,18,13,,21,,0.48
DENI068,6,19,14,,26,,0.44
DENI068,7,20,15,,37,,0.45
DENI068,8,26,18,,37,,0.5
DENI068,9,30,20,,41,,0.56
DENI068,10,34,21,,55,,0.63
DENI068,11,38,23,,54,,0.71
DENI068,12,33,20,,49,,0.77
DENI068,13,27,15,,44,,0.83
DENI068,14,25,14,,47,,0.9
DENI068,15,27,15,,47,,0.96
DENI068,16,26,15,,47,,1
DENI068,17,22,12,,46,,1.02
DENI068,18,19,11,,45,,1.01
DENI068,19,18,9,,42,,0.98
DENI068,20,18,10,,35,,0.96
DENI068,21,17,10,,36,,0.94
DENI068,22,17,11,,39,,0.9
DENI068,23,17,10,,33,,0.83
