station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI068,0,46,16,,,,0.37
DENI068,1,41,17,,12,,0.38
DENI068,2,43,18,,13,,0.38
DENI068,3,43,19,,10,,0.38
DENI068,4,40,20,,10,,0.38
DENI068,5,32,18,,14,,0.36
DENI068,6,27,16,,15,,0.35
DENI068,7,21,14,,9,,0.35
DENI068,8,14,11,,8,,0.34
DENI068,9,15,12,,9,,0.33
DENI068,10,13,10,,11,,0.31
DENI068,11,13,10,,9,,0.3
DENI068,12,8,8,,10,,0.29
DENI068,13,5,6,,9,,0.28
DENI068,14,4,5,,9,,0.28
DENI068,15,11,6,,9,,0.27
DENI068,16,12,7,,10,,0.28
DENI068,17,6,5,,12,,0.29
DENI068,18,8,6,,14,,0.3
DENI068,19,18,10,,23,,0.32
DENI068,20,24,12,,32,,0.34
DENI068,21,26,13,,29,,0.36
DENI068,22,29,13,,23,,0.38
DENI068,23,46,16,,17,,0.39
