station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,6,54,10,0,
DENI042,1,10,7,50,11,,
DENI042,2,11,8,50,11,,
DENI042,3,12,8,50,10,,
DENI042,4,12,8,49,10,,
DENI042,5,14,8,46,11,,
DENI042,6,15,9,39,19,,
DENI042,7,15,8,32,24,,
DENI042,8,16,9,30,25,,
DENI042,9,15,8,35,21,0.1,
DENI042,10,14,7,39,18,,
DENI042,11,13,7,41,18,,
DENI042,12,13,7,46,15,,
DENI042,13,12,6,47,17,,
DENI042,14,12,6,50,13,0.1,
DENI042,15,11,5,52,14,0,
DENI042,16,11,4,48,19,,
DENI042,17,12,5,39,28,0.3,
DENI042,18,13,6,39,25,,
DENI042,19,13,6,42,19,,
DENI042,20,15,7,39,19,,
DENI042,21,15,7,40,18,,
DENI042,22,18,8,33,21,0.2,
DENI042,23,17,8,,,0.1,
DENI068,0,11,6,,9,,0.1
DENI068,1,13,7,,9,,0.09
DENI068,2,14,8,,9,,0.07
DENI068,3,14,8,,10,,0.05
DENI068,4,14,8,,,,0.04
DENI068,5,15,8,,15,,0.02
DENI068,6,16,9,,32,,0.01
DENI068,7,18,9,,49,,0.06
DENI068,8,18,9,,37,,0.12
DENI068,9,18,8,,35,,0.18
DENI068,10,18,8,,33,,0.24
DENI068,11,18,7,,,,0.3
DENI068,12,18,7,,,,0.34
DENI068,13,19,7,,,,
DENI068,14,20,8,,28,,0.4
DENI068,15,20,7,,35,,0.38
DENI068,16,19,6,,41,,0.38
DENI068,17,22,8,,55,,0.39
DENI068,18,19,6,,53,,0.41
DENI068,19,20,6,,37,,0.42
DENI068,20,21,8,,35,,0.42
DENI068,21,22,9,,30,,0.43
DENI068,22,21,8,,27,,0.44
DENI068,23,23,9,,24,,0.44
