station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,13,7,44,11,,
DENI042,1,12,7,,12,,
DENI042,2,10,7,41,,,
DENI042,3,10,7,41,12,,
DENI042,4,9,7,32,17,,
DENI042,5,8,7,11,38,,
DENI042,6,8,8,6,45,,
DENI042,7,9,8,11,44,,
DENI042,8,11,14,25,45,,
DENI042,9,11,15,40,41,,
DENI042,10,11,15,61,32,,
DENI042,11,12,13,105,10,,
DENI042,12,13,15,114,9,0.5,
DENI042,13,12,13,125,8,0.5,
DENI042,14,13,11,130,10,1,
DENI068,0,24,14,,35,,0.48
DENI068,1,40,21,,32,,0.49
DENI068,2,16,12,,31,,0.46
DENI068,3,15,11,,,,0.4
DENI068,4,18,12,,37,,0.36
DENI068,5,17,13,,40,,0.33
DENI068,6,23,14,,38,,0.33
DENI068,7,24,15,,47,,0.35
DENI068,8,23,13,,52,,0.36
DENI068,9,31,14,,55,,0.36
DENI068,10,38,14,,49,,0.39
DENI068,11,42,14,,40,,0.41
DENI068,12,49,15,,40,,0.43
DENI068,13,43,12,,25,,0.43
DENI068,14,40,11,,30,,0.4
DENI068,15,34,9,,25,,0.37
DENI068,16,34,9,,27,,0.35
DENI068,17,37,11,,33,,0.33
DENI068,18,41,12,,105,,0.38
DENI068,19,59,21,,102,,0.46
DENI068,20,46,18,,61,,0.5
DENI068,21,36,16,,52,,0.54
DENI068,22,35,18,,53,,0.6
DENI068,23,29,16,,41,,0.64
