station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,15,5,41,8,,
DENI042,1,13,5,34,8,,
DENI042,2,12,5,31,8,,
DENI042,3,12,5,28,,,
DENI042,4,13,5,21,16,,
DENI042,5,14,6,12,31,,
DENI042,6,16,8,29,35,,
DENI042,7,14,8,56,22,,
DENI042,8,12,7,63,18,,
DENI042,9,11,6,69,12,,
DENI042,10,9,6,75,8,,
DENI042,11,9,6,80,6,,
DENI042,12,12,8,81,6,,
DENI042,13,13,8,84,6,,
DENI042,14,12,7,90,4,,
DENI042,15,13,7,92,4,,
DENI042,16,13,7,93,4,0.3,
DENI042,17,14,7,93,4,,
DENI042,18,17,7,89,4,,
DENI042,19,18,8,81,7,,
DENI042,20,23,9,46,21,,
DENI042,21,21,9,38,19,0.1,
DENI042,22,20,8,39,13,,
DENI042,23,22,9,40,11,,
DENI068,0,20,8,,23,,0.24
DENI068,1,18,8,,22,,0.23
DENI068,2,68,20,,,,0.23
DENI068,3,13,9,,23,,0.23
DENI068,4,17,9,,34,,0.22
DENI068,5,19,10,,45,,0.22
DENI068,6,24,12,,50,,0.23
DENI068,7,16,8,,24,,0.23
DENI068,8,15,8,,30,,0.24
DENI068,9,15,6,,21,,0.24
DENI068,10,16,6,,18,,0.24
DENI068,11,19,6,,19,,0.24
DENI068,12,21,6,,17,,0.25
DENI068,13,23,7,,12,,0.25
DENI068,14,23,7,,12,,0.23
DENI068,15,24,7,,13,,0.23
DENI068,16,24,7,,16,,0.24
DENI068,17,24,7,,25,,0.24
DENI068,18,25,8,,24,,0.25
DENI068,19,25,9,,26,,0.26
DENI068,20,26,10,,44,,0.27
DENI068,21,31,15,,54,,0.3
DENI068,22,35,15,,32,,0.32
DENI068,23,24,11,,28,,0.33
