station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,4,83,5,,
DENI042,1,8,4,74,5,,
DENI042,2,8,4,71,5,,
DENI042,3,8,4,66,4,,
DENI042,4,10,5,65,5,,
DENI042,5,10,5,47,12,,
DENI042,6,10,5,28,28,,
DENI042,7,19,7,47,31,,
DENI042,8,14,6,89,7,,
DENI042,9,15,5,100,4,,
DENI042,10,12,5,105,3,,
DENI042,11,9,5,107,3,,
DENI042,12,10,5,108,2,,
DENI042,13,13,5,108,3,,
DENI042,14,12,4,110,3,,
DENI042,15,10,4,112,3,,
DENI042,16,12,4,112,3,,
DENI042,17,13,4,111,3,,
DENI042,18,16,5,113,3,,
DENI042,19,15,5,116,4,,
DENI042,20,14,5,112,4,,
DENI042,21,14,5,108,4,,
DENI042,22,14,5,104,,0.2,
DENI042,23,11,4,,4,,
DENI068,0,14,5,,14,,0.23
DENI068,1,13,5,,15,,0.22
DENI068,2,12,5,,19,,0.2
DENI068,3,14,6,,18,,0.19
DENI068,4,14,6,,19,,0.19
DENI068,5,26,8,,43,,0.2
DENI068,6,34,9,,54,,0.24
DENI068,7,32,9,,36,,0.26
DENI068,8,22,7,,30,,0.28
DENI068,9,20,6,,26,,0.31
DENI068,10,19,6,,30,,0.32
DENI068,11,16,6,,26,,0.35
DENI068,12,16,6,,27,,0.34
DENI068,13,19,6,,21,,0.33
DENI068,14,16,5,,26,,0.32
DENI068,15,18,5,,25,,0.31
DENI068,16,16,5,,20,,0.31
DENI068,17,17,5,,21,,0.3
DENI068,18,17,5,,16,,0.3
DENI068,19,17,5,,15,,0.29
DENI068,20,17,5,,10,,0.28
DENI068,21,16,5,,11,,0.28
DENI068,22,16,5,,9,,0.27
DENI068,23,14,4,,,,0.25
