station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,4,14,6,,
DENI042,1,10,4,16,4,,
DENI042,2,10,4,12,,,
DENI042,3,11,5,,4,,
DENI042,4,10,4,18,4,,
DENI042,5,10,4,15,4,,
DENI042,6,10,6,21,5,,
DENI042,7,9,6,30,8,,
DENI042,8,9,7,35,7,,
DENI042,9,9,6,40,5,,
DENI042,10,8,6,48,5,,
DENI042,11,6,4,59,5,,
DENI042,12,5,3,71,3,,
DENI042,13,5,3,72,4,,
DENI042,14,6,3,73,4,,
DENI042,15,4,3,76,5,,
DENI042,16,7,4,77,3,,
DENI042,17,7,5,79,3,,
DENI042,18,7,4,76,4,,
DENI042,19,7,4,75,4,,
DENI042,20,8,4,62,4,,
DENI042,21,8,4,42,5,,
DENI042,22,9,5,38,6,,
DENI042,23,10,5,22,6,,
DENI068,0,11,6,,10,,0.34
DENI068,1,12,5,,9,,0.33
DENI068,2,10,5,,10,,0.32
DENI068,3,12,6,,,,0.32
DENI068,4,11,6,,10,,0.31
DENI068,5,12,6,,10,,0.29
DENI068,6,10,6,,10,,0.27
DENI068,7,9,6,,11,,0.27
DENI068,8,9,6,,12,,0.28
DENI068,9,10,6,,16,,0.28
DENI068,10,11,6,,11,,0.29
DENI068,11,9,4,,13,,0.3
DENI068,12,7,3,,12,,0.3
DENI068,13,9,4,,17,,0.31
DENI068,14,9,4,,10,,0.31
DENI068,15,8,4,,11,,0.32
DENI068,16,9,4,,13,,0.31
DENI068,17,11,5,,17,,0.31
DENI068,18,12,5,,16,,0.31
DENI068,19,13,6,,22,,0.31
DENI068,20,13,7,,13,,0.31
DENI068,21,12,5,,16,,0.31
DENI068,22,13,6,,13,,0.31
DENI068,23,13,6,,13,,0.31
