station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,6,3,,6,,
DENI042,1,5,3,61,,,
DENI042,2,6,3,59,5,,
DENI042,3,5,3,58,5,,
DENI042,4,5,3,50,5,,
DENI042,5,7,3,39,9,,
DENI042,6,9,3,26,16,,
DENI042,7,4,2,61,9,,
DENI042,8,5,2,72,4,,
DENI042,9,6,3,74,4,,
DENI042,10,7,3,78,4,,
DENI042,11,8,4,83,4,,
DENI042,12,8,4,88,4,,
DENI042,13,9,4,97,3,0,
DENI042,14,7,3,102,4,,
DENI042,15,7,3,108,3,,
DENI042,16,6,3,108,4,,
DENI042,17,7,3,105,5,,
DENI042,18,8,4,98,6,,
DENI042,19,9,4,96,5,,
DENI042,20,8,4,99,5,,
DENI042,21,8,3,100,5,,
DENI042,22,7,3,93,5,,
DENI042,23,10,4,84,5,,
DENI068,0,14,5,,,,0.41
DENI068,1,15,7,,37,,0.42
DENI068,2,11,4,,30,,0.43
DENI068,3,9,4,,15,,0.44
DENI068,4,11,4,,31,,0.45
DENI068,5,11,3,,51,,0.43
DENI068,6,12,4,,35,,0.4
DENI068,7,11,3,,24,,0.39
DENI068,8,10,3,,14,,0.38
DENI068,9,12,4,,16,,0.37
DENI068,10,11,4,,16,,0.36
DENI068,11,10,4,,13,,0.37
DENI068,12,12,4,,14,,0.37
DENI068,13,12,4,,13,,0.37
DENI068,14,11,4,,13,,0.38
DENI068,15,10,3,,16,,0.38
DENI068,16,12,4,,26,,0.39
DENI068,17,13,4,,28,,0.4
DENI068,18,15,5,,42,,0.42
DENI068,19,21,8,,55,,0.45
DENI068,20,26,11,,51,,0.47
DENI068,21,26,13,,45,,0.5
DENI068,22,18,7,,32,,0.51
DENI068,23,15,5,,29,,0.5
