station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,12,7,11,7,,
DENI042,1,13,7,12,6,,
DENI042,2,11,7,10,5,,
DENI042,3,10,6,9,,,
DENI042,4,10,6,7,6,,
DENI042,5,9,5,4,10,,
DENI042,6,10,5,2,12,,
DENI042,7,11,6,2,16,,
DENI042,8,11,7,4,17,,
DENI042,9,11,6,8,15,,
DENI042,10,12,8,20,11,,
DENI042,11,17,11,36,8,,
DENI042,12,20,13,49,6,,
DENI042,13,19,13,55,7,,
DENI042,14,16,11,63,7,,
DENI042,15,15,10,62,5,,
DENI042,16,14,10,51,11,,
DENI042,17,14,9,25,22,,
DENI042,18,15,9,22,17,,
DENI042,19,14,10,19,14,,
DENI042,20,14,10,15,13,,
DENI042,21,14,10,11,12,,
DENI042,22,13,9,,10,,
DENI042,23,12,8,12,7,,
DENI068,0,15,8,,11,,0.36
DENI068,1,14,8,,10,,0.33
DENI068,2,13,8,,10,,0.3
DENI068,3,13,7,,9,,0.25
DENI068,4,12,7,,14,,0.21
DENI068,5,14,7,,21,,0.21
DENI068,6,14,6,,27,,0.22
DENI068,7,14,6,,23,,0.24
DENI068,8,13,6,,19,,0.26
DENI068,9,12,5,,19,,0.27
DENI068,10,19,9,,18,,0.28
DENI068,11,24,13,,18,,0.3
DENI068,12,27,15,,29,,0.31
DENI068,13,23,14,,25,,0.31
DENI068,14,21,11,,36,,0.31
DENI068,15,22,11,,41,,0.31
DENI068,16,35,14,,59,,0.35
DENI068,17,43,17,,51,,0.38
DENI068,18,28,15,,43,,0.42
DENI068,19,20,12,,33,,0.43
DENI068,20,24,14,,31,,0.45
DENI068,21,24,15,,25,,0.47
DENI068,22,24,16,,22,,0.49
DENI068,23,20,14,,20,,0.49
