station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,19,7,37,6,2,
DENI042,1,20,7,35,5,2,
DENI042,2,20,7,,7,,
DENI042,3,18,7,40,,0,
DENI042,4,12,5,70,6,0.3,
DENI042,5,10,5,59,8,0.1,
DENI042,6,11,6,40,19,0.1,
DENI042,7,13,7,45,22,0.2,
DENI042,8,15,8,44,21,0.4,
DENI042,9,17,8,47,22,0.1,
DENI042,10,23,8,72,10,0.4,
DENI042,11,27,9,87,5,0.8,
DENI042,12,26,9,93,5,1,
DENI042,13,27,9,96,6,0.8,
DENI042,14,35,11,97,6,0.3,
DENI042,15,43,13,99,6,0.4,
DENI042,16,43,13,101,6,,
DENI042,17,42,12,104,6,,
DENI042,18,39,11,89,11,,
DENI042,19,41,12,58,18,,
DENI042,20,39,11,52,13,0.1,
DENI042,21,34,11,48,11,0.3,
DENI042,22,34,11,46,9,0.4,
DENI042,23,35,11,46,7,0.2,
DENI068,0,27,12,,42,,0.39
DENI068,1,28,11,,33,,0.4
DENI068,2,28,10,,,,0.4
DENI068,3,26,8,,15,,0.39
DENI068,4,15,5,,12,,0.37
DENI068,5,13,6,,25,,0.35
DENI068,6,16,7,,47,,0.35
DENI068,7,20,9,,52,,0.38
DENI068,8,21,8,,39,,0.38
DENI068,9,39,10,,35,,0.39
DENI068,10,48,11,,26,,0.4
DENI068,11,38,10,,28,,0.41
DENI068,12,37,10,,14,,0.42
DENI068,13,35,10,,15,,0.42
DENI068,14,47,12,,20,,0.41
DENI068,15,54,14,,27,,0.39
DENI068,16,54,13,,18,,0.38
DENI068,17,53,12,,14,,0.36
DENI068,18,55,13,,54,,0.38
DENI068,19,63,15,,85,,0.42
DENI068,20,57,20,,47,,0.45
DENI068,21,63,22,,40,,0.47
DENI068,22,52,16,,31,,0.48
DENI068,23,53,22,,22,,0.49
