station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,6,2,42,,,
DENI042,1,6,2,,3,,
DENI042,2,7,2,43,3,,
DENI042,3,7,3,40,3,,
DENI042,4,8,3,33,6,,
DENI042,5,7,3,26,11,,
DENI042,6,7,3,28,13,,
DENI042,7,11,4,29,17,,
DENI042,8,9,4,52,10,,
DENI042,9,8,3,67,5,,
DENI042,10,11,4,77,4,,
DENI042,11,11,4,80,4,,
DENI042,12,11,3,81,3,,
DENI042,13,10,3,83,3,,
DENI042,14,10,3,83,3,,
DENI042,15,13,3,83,3,,
DENI042,16,10,3,81,3,,
DENI042,17,10,3,84,3,,
DENI042,18,10,3,80,3,,
DENI042,19,13,4,72,5,,
DENI042,20,9,4,68,5,,
DENI042,21,11,4,56,7,,
DENI042,22,11,4,56,7,,
DENI042,23,10,4,47,7,,
DENI068,0,9,3,,9,,0.18
DENI068,1,7,3,,10,,0.18
DENI068,2,8,3,,8,,0.18
DENI068,3,9,3,,9,,0.18
DENI068,4,12,3,,10,,0.18
DENI068,5,15,4,,16,,0.18
DENI068,6,15,4,,21,,0.19
DENI068,7,15,4,,21,,0.2
DENI068,8,13,4,,17,,0.2
DENI068,9,12,4,,16,,0.21
DENI068,10,11,4,,9,,0.22
DENI068,11,12,4,,10,,0.22
DENI068,12,11,4,,6,,0.23
DENI068,13,11,4,,13,,0.23
DENI068,14,12,4,,11,,0.23
DENI068,15,13,4,,15,,0.24
DENI068,16,15,4,,12,,0.25
DENI068,17,13,4,,15,,0.25
DENI068,18,14,4,,20,,0.25
DENI068,19,18,5,,12,,0.26
DENI068,20,20,5,,21,,0.26
DENI068,21,20,5,,23,,0.27
DENI068,22,19,5,,,,0.27
DENI068,23,15,5,,16,,0.26
