station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,8,7,48,5,,
DENI042,1,7,6,46,5,,
DENI042,2,8,7,40,9,,
DENI042,3,9,8,,7,,
DENI042,4,9,9,39,5,,
DENI042,5,13,12,35,8,0,
DENI042,6,16,15,33,10,1,
DENI042,7,20,19,31,10,0.5,
DENI042,8,23,21,28,10,0,
DENI042,9,21,20,31,10,0.2,
DENI042,10,23,21,34,8,,
DENI042,11,24,22,36,8,,
DENI042,12,25,24,34,9,,
DENI042,13,26,25,33,11,,
DENI042,14,25,24,32,12,,
DENI042,15,26,24,28,14,,
DENI042,16,24,22,29,14,,
DENI042,17,24,22,28,15,,
DENI042,18,23,21,26,15,,
DENI042,19,20,19,23,17,0,
DENI042,20,20,19,25,16,,
DENI042,21,20,19,25,16,,
DENI042,22,18,17,27,14,,
DENI042,23,16,15,30,12,,
DENI068,0,9,7,,8,,0.32
DENI068,1,8,6,,8,,0.31
DENI068,2,9,7,,7,,0.27
DENI068,3,10,8,,6,,0.24
DENI068,4,12,9,,8,,0.23
DENI068,5,18,14,,17,,0.22
DENI068,6,23,17,,27,,0.23
DENI068,7,29,21,,30,,0.25
DENI068,8,32,23,,26,,0.28
DENI068,9,29,21,,28,,0.29
DENI068,10,30,21,,24,,0.31
DENI068,11,29,22,,23,,0.32
DENI068,12,32,23,,33,,0.36
DENI068,13,32,23,,31,,0.39
DENI068,14,32,23,,31,,0.41
DENI068,15,31,22,,31,,0.42
DENI068,16,30,21,,34,,0.44
DENI068,17,30,23,,35,,0.46
DENI068,18,29,21,,29,,0.48
DENI068,19,26,18,,28,,0.49
DENI068,20,25,18,,27,,0.48
DENI068,21,24,18,,25,,0.47
DENI068,22,21,16,,19,,0.45
DENI068,23,19,15,,19,,0.43
