station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,18,10,58,5,0,
DENI042,1,9,5,,,,
DENI042,2,5,3,68,3,,
DENI042,3,7,4,69,4,0.3,
DENI042,4,7,4,71,3,,
DENI042,5,9,5,71,5,0.3,
DENI042,6,11,5,72,5,0.2,
DENI042,7,10,5,67,8,0.3,
DENI042,8,11,5,57,8,,
DENI042,9,9,5,56,7,0.1,
DENI042,10,9,5,55,8,0.4,
DENI042,11,10,5,55,8,0.3,
DENI042,12,9,5,54,8,0.7,
DENI042,13,8,4,52,9,0.3,
DENI042,14,7,4,51,9,0.4,
DENI042,15,7,5,49,10,0.4,
DENI042,16,11,7,48,10,0.2,
DENI042,17,13,8,48,11,0.1,
DENI042,18,11,7,48,11,0.6,
DENI042,19,11,6,50,10,0.7,
DENI042,20,8,5,53,8,0.6,
DENI042,21,10,6,56,7,0.6,
DENI042,22,9,5,57,5,0.4,
DENI042,23,8,5,56,5,0.3,
DENI068,0,21,10,,,,0.22
DENI068,1,11,5,,4,,0.2
DENI068,2,7,3,,3,,0.18
DENI068,3,9,4,,4,,0.15
DENI068,4,9,4,,4,,0.13
DENI068,5,11,5,,6,,0.13
DENI068,6,14,6,,10,,0.12
DENI068,7,22,6,,28,,0.13
DENI068,8,23,7,,30,,0.14
DENI068,9,21,6,,62,,0.16
DENI068,10,22,6,,28,,0.17
DENI068,11,17,6,,19,,0.18
DENI068,12,15,5,,16,,0.19
DENI068,13,12,5,,14,,0.19
DENI068,14,11,4,,12,,0.21
DENI068,15,9,5,,16,,0.21
DENI068,16,17,8,,17,,0.2
DENI068,17,17,8,,16,,0.2
DENI068,18,15,8,,18,,0.2
DENI068,19,13,7,,15,,0.21
DENI068,20,11,6,,10,,0.21
DENI068,21,11,6,,8,,0.21
DENI068,22,11,6,,5,,0.2
DENI068,23,10,5,,6,,0.19
