station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,6,58,4,,
DENI042,1,11,6,58,4,,
DENI042,2,8,5,56,3,,
DENI042,3,5,3,56,3,,
DENI042,4,4,2,56,3,,
DENI042,5,3,2,57,3,,
DENI042,6,3,1,60,3,,
DENI042,7,2,1,62,3,,
DENI042,8,2,0.8,60,2,0,
DENI042,9,2,0.7,59,3,,
DENI042,10,2,0.9,56,5,0.1,
DENI042,11,2,1,52,7,,
DENI042,12,2,1,53,7,,
DENI042,13,2,1,54,7,0,
DENI042,14,2,1,55,6,0.2,
DENI042,15,2,0.9,57,6,,
DENI042,16,2,1,55,7,0.4,
DENI042,17,2,1,54,7,0.4,
DENI042,18,2,1,57,6,0,
DENI042,19,2,1,58,5,0.2,
DENI042,20,2,1,60,5,0.4,
DENI042,21,2,1,62,4,0.3,
DENI042,22,2,1,63,4,0.7,
DENI042,23,2,1,,,0.4,
DENI068,0,13,7,,9,,0.2
DENI068,1,13,7,,5,,0.21
DENI068,2,9,5,,4,,0.2
DENI068,3,6,4,,4,,0.19
DENI068,4,5,3,,4,,0.19
DENI068,5,5,2,,7,,0.19
DENI068,6,7,5,,15,,0.2
DENI068,7,3,1,,15,,0.21
DENI068,8,3,1,,14,,0.22
DENI068,9,3,1,,18,,0.23
DENI068,10,3,1,,24,,0.25
DENI068,11,3,1,,25,,0.26
DENI068,12,4,2,,28,,0.28
DENI068,13,5,2,,28,,0.3
DENI068,14,3,1,,23,,0.31
DENI068,15,3,1,,14,,0.31
DENI068,16,4,2,,22,,0.33
DENI068,17,4,1,,20,,0.34
DENI068,18,4,2,,17,,0.34
DENI068,19,4,1,,15,,0.34
DENI068,20,3,1,,13,,0.33
DENI068,21,3,1,,10,,0.32
DENI068,22,3,1,,,,0.31
DENI068,23,3,1,,9,,0.31
