station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,3,25,4,,
DENI042,1,10,4,21,,,
DENI042,2,10,4,,3,,
DENI042,3,11,4,16,3,,
DENI042,4,12,4,13,5,,
DENI042,5,11,4,9,8,,
DENI042,6,8,4,19,7,,
DENI042,7,9,4,36,7,,
DENI042,8,9,5,49,6,,
DENI042,9,10,5,59,6,,
DENI042,10,8,4,79,3,0.1,
DENI042,11,8,4,83,3,,
DENI042,12,8,4,91,3,,
DENI042,13,9,5,90,3,,
DENI042,14,8,5,94,3,,
DENI042,15,9,5,96,3,,
DENI042,16,10,5,97,3,,
DENI042,17,11,6,100,4,,
DENI042,18,12,7,92,5,,
DENI042,19,11,6,69,8,,
DENI042,20,11,6,65,5,,
DENI042,21,10,6,54,7,,
DENI042,22,10,6,54,5,,
DENI042,23,9,5,50,5,,
DENI068,0,10,4,,9,,0.14
DENI068,1,10,4,,11,,0.14
DENI068,2,11,4,,11,,0.13
DENI068,3,12,5,,9,,0.13
DENI068,4,14,5,,9,,0.12
DENI068,5,14,5,,10,,0.12
DENI068,6,14,5,,11,,0.11
DENI068,7,12,5,,14,,0.11
DENI068,8,14,6,,11,,0.12
DENI068,9,11,5,,9,,0.12
DENI068,10,8,4,,7,,0.13
DENI068,11,9,5,,6,,0.13
DENI068,12,9,5,,8,,0.14
DENI068,13,11,6,,7,,0.14
DENI068,14,11,6,,8,,0.14
DENI068,15,11,5,,8,,0.14
DENI068,16,11,6,,7,,0.14
DENI068,17,14,7,,8,,0.14
DENI068,18,17,8,,10,,0.15
DENI068,19,19,8,,10,,0.15
DENI068,20,20,8,,14,,0.15
DENI068,21,46,11,,14,,0.16
DENI068,22,25,9,,11,,0.16
DENI068,23,16,7,,,,0.16
