region,parameter,period,year,value
Baden-Wuerttemberg,frost_days,year,1951,99.53
Baden-Wuerttemberg,frost_days,year,1952,117.32
Baden-Wuerttemberg,frost_days,year,1953,117.09
Baden-Wuerttemberg,frost_days,year,1954,105.27
Baden-Wuerttemberg,frost_days,year,1955,128.3
Baden-Wuerttemberg,frost_days,year,1956,120.49
Baden-Wuerttemberg,frost_days,year,1957,99.48
Baden-Wuerttemberg,frost_days,year,1958,104.53
Baden-Wuerttemberg,frost_days,year,1959,105.74
Baden-Wuerttemberg,frost_days,year,1960,88.64
Baden-Wuerttemberg,frost_days,year,1961,87.29
Baden-Wuerttemberg,frost_days,year,1962,122.64
Baden-Wuerttemberg,frost_days,year,1963,117.73
Baden-Wuerttemberg,frost_days,year,1964,105.08
Baden-Wuerttemberg,frost_days,year,1965,105.36
Baden-Wuerttemberg,frost_days,year,1966,89.02
Baden-Wuerttemberg,frost_days,year,1967,98.28
Baden-Wuerttemberg,frost_days,year,1968,111.92
Baden-Wuerttemberg,frost_days,year,1969,114.65
Baden-Wuerttemberg,frost_days,year,1970,111.49
Baden-Wuerttemberg,frost_days,year,1971,110.35
Baden-Wuerttemberg,frost_days,year,1972,107.6
Baden-Wuerttemberg,frost_days,year,1973,125.84
Baden-Wuerttemberg,frost_days,year,1974,69.83
Baden-Wuerttemberg,frost_days,year,1975,94.04
Baden-Wuerttemberg,frost_days,year,1976,101.23
Baden-Wuerttemberg,frost_days,year,1977,79.23
Baden-Wuerttemberg,frost_days,year,1978,100.05
Baden-Wuerttemberg,frost_days,year,1979,98.89
Baden-Wuerttemberg,frost_days,year,1980,106.2
Baden-Wuerttemberg,frost_days,year,1981,108.09
Baden-Wuerttemberg,frost_days,year,1982,96.91
Baden-Wuerttemberg,frost_days,year,1983,97.54
Baden-Wuerttemberg,frost_days,year,1984,110.38
Baden-Wuerttemberg,frost_days,year,1985,118.43
Baden-Wuerttemberg,frost_days,year,1986,102.97
Baden-Wuerttemberg,frost_days,year,1987,104.51
Baden-Wuerttemberg,frost_days,year,1988,81.23
Baden-Wuerttemberg,frost_days,year,1989,86.51
Baden-Wuerttemberg,frost_days,year,1990,81.85
Baden-Wuerttemberg,frost_days,year,1991,104.61
Baden-Wuerttemberg,frost_days,year,1992,86.68
Baden-Wuerttemberg,frost_days,year,1993,91.14
Baden-Wuerttemberg,frost_days,year,1994,60.57
Baden-Wuerttemberg,frost_days,year,1995,92.86
Baden-Wuerttemberg,frost_days,year,1996,117.33
Baden-Wuerttemberg,frost_days,year,1997,95.41
Baden-Wuerttemberg,frost_days,year,1998,91.05
Baden-Wuerttemberg,frost_days,year,1999,85.58
Baden-Wuerttemberg,frost_days,year,2000,63.81
Baden-Wuerttemberg,frost_days,year,2001,88.62
Baden-Wuerttemberg,frost_days,year,2002,66.08
Baden-Wuerttemberg,frost_days,year,2003,109.72
Baden-Wuerttemberg,frost_days,year,2004,100.7
Baden-Wuerttemberg,frost_days,year,2005,105.8
Baden-Wuerttemberg,frost_days,year,2006,103.16
Baden-Wuerttemberg,frost_days,year,2007,77.13
Baden-Wuerttemberg,frost_days,year,2008,100.81
Baden-Wuerttemberg,frost_days,year,2009,95.44
Baden-Wuerttemberg,frost_days,year,2010,116.15
Baden-Wuerttemberg,frost_days,year,2011,90.95
Baden-Wuerttemberg,frost_days,year,2012,88.96
Baden-Wuerttemberg,frost_days,year,2013,107.4
Baden-Wuerttemberg,frost_days,year,2014,65
Baden-Wuerttemberg,frost_days,year,2015,95.88
Baden-Wuerttemberg,frost_days,year,2016,93.79
Baden-Wuerttemberg,frost_days,year,2017,95.75
Baden-Wuerttemberg,frost_days,year,2018,83.79
Baden-Wuerttemberg,frost_days,year,2019,89.2
Baden-Wuerttemberg,frost_days,year,2020,86.95
Baden-Wuerttemberg,frost_days,year,2021,105.63
Baden-Wuerttemberg,frost_days,year,2022,85.99
Baden-Wuerttemberg,frost_days,year,2023,75.15
Baden-Wuerttemberg,frost_days,year,2024,65.13
Baden-Wuerttemberg,frost_days,year,2025,93.81
Baden-Wuerttemberg,hot_days,year,1951,3.52
Baden-Wuerttemberg,hot_days,year,1952,14.31
Baden-Wuerttemberg,hot_days,year,1953,4.93
Baden-Wuerttemberg,hot_days,year,1954,2.43
Baden-Wuerttemberg,hot_days,year,1955,1.19
Baden-Wuerttemberg,hot_days,year,1956,1.13
Baden-Wuerttemberg,hot_days,year,1957,7.13
Baden-Wuerttemberg,hot_days,year,1958,2.91
Baden-Wuerttemberg,hot_days,year,1959,5.89
Baden-Wuerttemberg,hot_days,year,1960,1.25
Baden-Wuerttemberg,hot_days,year,1961,5.43
Baden-Wuerttemberg,hot_days,year,1962,5.41
Baden-Wuerttemberg,hot_days,year,1963,3.78
Baden-Wuerttemberg,hot_days,year,1964,13.26
Baden-Wuerttemberg,hot_days,year,1965,2.36
Baden-Wuerttemberg,hot_days,year,1966,2.7
Baden-Wuerttemberg,hot_days,year,1967,6.72
Baden-Wuerttemberg,hot_days,year,1968,2.14
Baden-Wuerttemberg,hot_days,year,1969,4.85
Baden-Wuerttemberg,hot_days,year,1970,2.01
Baden-Wuerttemberg,hot_days,year,1971,8.74
Baden-Wuerttemberg,hot_days,year,1972,3.39
Baden-Wuerttemberg,hot_days,year,1973,5.49
Baden-Wuerttemberg,hot_days,year,1974,3.21
Baden-Wuerttemberg,hot_days,year,1975,4.41
Baden-Wuerttemberg,hot_days,year,1976,11.51
Baden-Wuerttemberg,hot_days,year,1977,1.49
Baden-Wuerttemberg,hot_days,year,1978,1.2
Baden-Wuerttemberg,hot_days,year,1979,2.13
Baden-Wuerttemberg,hot_days,year,1980,2.05
Baden-Wuerttemberg,hot_days,year,1981,2.23
Baden-Wuerttemberg,hot_days,year,1982,4.13
Baden-Wuerttemberg,hot_days,year,1983,12.75
Baden-Wuerttemberg,hot_days,year,1984,4.7
Baden-Wuerttemberg,hot_days,year,1985,4.37
Baden-Wuerttemberg,hot_days,year,1986,3.74
Baden-Wuerttemberg,hot_days,year,1987,2.78
Baden-Wuerttemberg,hot_days,year,1988,3.44
Baden-Wuerttemberg,hot_days,year,1989,4.55
Baden-Wuerttemberg,hot_days,year,1990,7.34
Baden-Wuerttemberg,hot_days,year,1991,7.23
Baden-Wuerttemberg,hot_days,year,1992,11.86
Baden-Wuerttemberg,hot_days,year,1993,3.63
Baden-Wuerttemberg,hot_days,year,1994,12.41
Baden-Wuerttemberg,hot_days,year,1995,9.05
Baden-Wuerttemberg,hot_days,year,1996,2.69
Baden-Wuerttemberg,hot_days,year,1997,3.91
Baden-Wuerttemberg,hot_days,year,1998,11.21
Baden-Wuerttemberg,hot_days,year,1999,5.02
Baden-Wuerttemberg,hot_days,year,2000,5.64
Baden-Wuerttemberg,hot_days,year,2001,9.38
Baden-Wuerttemberg,hot_days,year,2002,6.12
Baden-Wuerttemberg,hot_days,year,2003,26.6
Baden-Wuerttemberg,hot_days,year,2004,7.21
Baden-Wuerttemberg,hot_days,year,2005,10.47
Baden-Wuerttemberg,hot_days,year,2006,14.8
Baden-Wuerttemberg,hot_days,year,2007,4.78
Baden-Wuerttemberg,hot_days,year,2008,5.39
Baden-Wuerttemberg,hot_days,year,2009,6.9
Baden-Wuerttemberg,hot_days,year,2010,11.23
Baden-Wuerttemberg,hot_days,year,2011,7.62
Baden-Wuerttemberg,hot_days,year,2012,11.01
Baden-Wuerttemberg,hot_days,year,2013,12.77
Baden-Wuerttemberg,hot_days,year,2014,6.81
Baden-Wuerttemberg,hot_days,year,2015,25
Baden-Wuerttemberg,hot_days,year,2016,10.14
Baden-Wuerttemberg,hot_days,year,2017,13.27
Baden-Wuerttemberg,hot_days,year,2018,21.48
Baden-Wuerttemberg,hot_days,year,2019,17.51
Baden-Wuerttemberg,hot_days,year,2020,12.75
Baden-Wuerttemberg,hot_days,year,2021,4.81
Baden-Wuerttemberg,hot_days,year,2022,21.69
Baden-Wuerttemberg,hot_days,year,2023,18.36
Baden-Wuerttemberg,hot_days,year,2024,14.66
Baden-Wuerttemberg,hot_days,year,2025,16.56
Baden-Wuerttemberg,ice_days,year,1951,8.88
Baden-Wuerttemberg,ice_days,year,1952,33.33
Baden-Wuerttemberg,ice_days,year,1953,29.6
Baden-Wuerttemberg,ice_days,year,1954,32.09
Baden-Wuerttemberg,ice_days,year,1955,28.42
Baden-Wuerttemberg,ice_days,year,1956,45.18
Baden-Wuerttemberg,ice_days,year,1957,17.87
Baden-Wuerttemberg,ice_days,year,1958,21.57
Baden-Wuerttemberg,ice_days,year,1959,17.04
Baden-Wuerttemberg,ice_days,year,1960,22.15
Baden-Wuerttemberg,ice_days,year,1961,20.05
Baden-Wuerttemberg,ice_days,year,1962,33.35
Baden-Wuerttemberg,ice_days,year,1963,57.32
Baden-Wuerttemberg,ice_days,year,1964,33.51
Baden-Wuerttemberg,ice_days,year,1965,26.33
Baden-Wuerttemberg,ice_days,year,1966,21.94
Baden-Wuerttemberg,ice_days,year,1967,23.35
Baden-Wuerttemberg,ice_days,year,1968,32.31
Baden-Wuerttemberg,ice_days,year,1969,43.24
Baden-Wuerttemberg,ice_days,year,1970,33.27
Baden-Wuerttemberg,ice_days,year,1971,26.35
Baden-Wuerttemberg,ice_days,year,1972,21.89
Baden-Wuerttemberg,ice_days,year,1973,26.22
Baden-Wuerttemberg,ice_days,year,1974,6.9
Baden-Wuerttemberg,ice_days,year,1975,13.84
Baden-Wuerttemberg,ice_days,year,1976,27.84
Baden-Wuerttemberg,ice_days,year,1977,16.84
Baden-Wuerttemberg,ice_days,year,1978,31.38
Baden-Wuerttemberg,ice_days,year,1979,24.36
Baden-Wuerttemberg,ice_days,year,1980,30.65
Baden-Wuerttemberg,ice_days,year,1981,29.01
Baden-Wuerttemberg,ice_days,year,1982,19.83
Baden-Wuerttemberg,ice_days,year,1983,25.75
Baden-Wuerttemberg,ice_days,year,1984,19.01
Baden-Wuerttemberg,ice_days,year,1985,45.06
Baden-Wuerttemberg,ice_days,year,1986,36.51
Baden-Wuerttemberg,ice_days,year,1987,39.37
Baden-Wuerttemberg,ice_days,year,1988,11.05
Baden-Wuerttemberg,ice_days,year,1989,12.54
Baden-Wuerttemberg,ice_days,year,1990,15.89
Baden-Wuerttemberg,ice_days,year,1991,28.62
Baden-Wuerttemberg,ice_days,year,1992,16.66
Baden-Wuerttemberg,ice_days,year,1993,26.79
Baden-Wuerttemberg,ice_days,year,1994,10.64
Baden-Wuerttemberg,ice_days,year,1995,22.35
Baden-Wuerttemberg,ice_days,year,1996,37.4
Baden-Wuerttemberg,ice_days,year,1997,20.67
Baden-Wuerttemberg,ice_days,year,1998,23.77
Baden-Wuerttemberg,ice_days,year,1999,22.09
Baden-Wuerttemberg,ice_days,year,2000,10.36
Baden-Wuerttemberg,ice_days,year,2001,16.45
Baden-Wuerttemberg,ice_days,year,2002,16.06
Baden-Wuerttemberg,ice_days,year,2003,23.79
Baden-Wuerttemberg,ice_days,year,2004,22.48
Baden-Wuerttemberg,ice_days,year,2005,32.85
Baden-Wuerttemberg,ice_days,year,2006,25.78
Baden-Wuerttemberg,ice_days,year,2007,14.77
Baden-Wuerttemberg,ice_days,year,2008,12.5
Baden-Wuerttemberg,ice_days,year,2009,27.69
Baden-Wuerttemberg,ice_days,year,2010,48.91
Baden-Wuerttemberg,ice_days,year,2011,16.1
Baden-Wuerttemberg,ice_days,year,2012,25.06
Baden-Wuerttemberg,ice_days,year,2013,28.43
Baden-Wuerttemberg,ice_days,year,2014,5.78
Baden-Wuerttemberg,ice_days,year,2015,10.27
Baden-Wuerttemberg,ice_days,year,2016,11.32
Baden-Wuerttemberg,ice_days,year,2017,21.97
Baden-Wuerttemberg,ice_days,year,2018,16.27
Baden-Wuerttemberg,ice_days,year,2019,10.48
Baden-Wuerttemberg,ice_days,year,2020,5.91
Baden-Wuerttemberg,ice_days,year,2021,15.44
Baden-Wuerttemberg,ice_days,year,2022,11.5
Baden-Wuerttemberg,ice_days,year,2023,10.25
Baden-Wuerttemberg,ice_days,year,2024,11.94
Baden-Wuerttemberg,ice_days,year,2025,12.06
Baden-Wuerttemberg,precip_ge10,year,1951,29.12
Baden-Wuerttemberg,precip_ge10,year,1952,33.99
Baden-Wuerttemberg,precip_ge10,year,1953,21.7
Baden-Wuerttemberg,precip_ge10,year,1954,30.54
Baden-Wuerttemberg,precip_ge10,year,1955,29.11
Baden-Wuerttemberg,precip_ge10,year,1956,29.37
Baden-Wuerttemberg,precip_ge10,year,1957,26.79
Baden-Wuerttemberg,precip_ge10,year,1958,35.53
Baden-Wuerttemberg,precip_ge10,year,1959,22.69
Baden-Wuerttemberg,precip_ge10,year,1960,28.19
Baden-Wuerttemberg,precip_ge10,year,1961,29.62
Baden-Wuerttemberg,precip_ge10,year,1962,24.79
Baden-Wuerttemberg,precip_ge10,year,1963,26.59
Baden-Wuerttemberg,precip_ge10,year,1964,23.25
Baden-Wuerttemberg,precip_ge10,year,1965,42.03
Baden-Wuerttemberg,precip_ge10,year,1966,34.18
Baden-Wuerttemberg,precip_ge10,year,1967,29.08
Baden-Wuerttemberg,precip_ge10,year,1968,36.79
Baden-Wuerttemberg,precip_ge10,year,1969,29.74
Baden-Wuerttemberg,precip_ge10,year,1970,31.25
Baden-Wuerttemberg,precip_ge10,year,1971,21.36
Baden-Wuerttemberg,precip_ge10,year,1972,25.21
Baden-Wuerttemberg,precip_ge10,year,1973,27.71
Baden-Wuerttemberg,precip_ge10,year,1974,31.61
Baden-Wuerttemberg,precip_ge10,year,1975,27.02
Baden-Wuerttemberg,precip_ge10,year,1976,23.12
Baden-Wuerttemberg,precip_ge10,year,1977,31.79
Baden-Wuerttemberg,precip_ge10,year,1978,31.69
Baden-Wuerttemberg,precip_ge10,year,1979,29.15
Baden-Wuerttemberg,precip_ge10,year,1980,30.29
Baden-Wuerttemberg,precip_ge10,year,1981,35.69
Baden-Wuerttemberg,precip_ge10,year,1982,32.46
Baden-Wuerttemberg,precip_ge10,year,1983,28.93
Baden-Wuerttemberg,precip_ge10,year,1984,30.35
Baden-Wuerttemberg,precip_ge10,year,1985,26.8
Baden-Wuerttemberg,precip_ge10,year,1986,37.09
Baden-Wuerttemberg,precip_ge10,year,1987,33.84
Baden-Wuerttemberg,precip_ge10,year,1988,36.12
Baden-Wuerttemberg,precip_ge10,year,1989,24.74
Baden-Wuerttemberg,precip_ge10,year,1990,29.62
Baden-Wuerttemberg,precip_ge10,year,1991,21.18
Baden-Wuerttemberg,precip_ge10,year,1992,29.44
Baden-Wuerttemberg,precip_ge10,year,1993,29.44
Baden-Wuerttemberg,precip_ge10,year,1994,30.98
Baden-Wuerttemberg,precip_ge10,year,1995,37.48
Baden-Wuerttemberg,precip_ge10,year,1996,26.85
Baden-Wuerttemberg,precip_ge10,year,1997,25.37
Baden-Wuerttemberg,precip_ge10,year,1998,30.56
Baden-Wuerttemberg,precip_ge10,year,1999,37
Baden-Wuerttemberg,precip_ge10,year,2000,28.72
Baden-Wuerttemberg,precip_ge10,year,2001,37.11
Baden-Wuerttemberg,precip_ge10,year,2002,41.16
Baden-Wuerttemberg,precip_ge10,year,2003,21.17
Baden-Wuerttemberg,precip_ge10,year,2004,27.07
Baden-Wuerttemberg,precip_ge10,year,2005,27.48
Baden-Wuerttemberg,precip_ge10,year,2006,29.96
Baden-Wuerttemberg,precip_ge10,year,2007,33.37
Baden-Wuerttemberg,precip_ge10,year,2008,28.8
Baden-Wuerttemberg,precip_ge10,year,2009,29.28
Baden-Wuerttemberg,precip_ge10,year,2010,29.28
Baden-Wuerttemberg,precip_ge10,year,2011,25.76
Baden-Wuerttemberg,precip_ge10,year,2012,31.2
Baden-Wuerttemberg,precip_ge10,year,2013,30.79
Baden-Wuerttemberg,precip_ge10,year,2014,27.48
Baden-Wuerttemberg,precip_ge10,year,2015,21.01
Baden-Wuerttemberg,precip_ge10,year,2016,28.69
Baden-Wuerttemberg,precip_ge10,year,2017,29.93
Baden-Wuerttemberg,precip_ge10,year,2018,23.11
Baden-Wuerttemberg,precip_ge10,year,2019,28.77
Baden-Wuerttemberg,precip_ge10,year,2020,26.46
Baden-Wuerttemberg,precip_ge10,year,2021,29.58
Baden-Wuerttemberg,precip_ge10,year,2022,25.66
Baden-Wuerttemberg,precip_ge10,year,2023,33.39
Baden-Wuerttemberg,precip_ge10,year,2024,34.33
Baden-Wuerttemberg,precip_ge10,year,2025,28.61
Baden-Wuerttemberg,precip_ge20,year,1951,6.9
Baden-Wuerttemberg,precip_ge20,year,1952,8.5
Baden-Wuerttemberg,precip_ge20,year,1953,5.86
Baden-Wuerttemberg,precip_ge20,year,1954,7.78
Baden-Wuerttemberg,precip_ge20,year,1955,8.72
Baden-Wuerttemberg,precip_ge20,year,1956,8.04
Baden-Wuerttemberg,precip_ge20,year,1957,6.47
Baden-Wuerttemberg,precip_ge20,year,1958,10.39
Baden-Wuerttemberg,precip_ge20,year,1959,6.03
Baden-Wuerttemberg,precip_ge20,year,1960,7.23
Baden-Wuerttemberg,precip_ge20,year,1961,6.89
Baden-Wuerttemberg,precip_ge20,year,1962,6.88
Baden-Wuerttemberg,precip_ge20,year,1963,7.49
Baden-Wuerttemberg,precip_ge20,year,1964,5.91
Baden-Wuerttemberg,precip_ge20,year,1965,10.79
Baden-Wuerttemberg,precip_ge20,year,1966,8.66
Baden-Wuerttemberg,precip_ge20,year,1967,6.6
Baden-Wuerttemberg,precip_ge20,year,1968,10.32
Baden-Wuerttemberg,precip_ge20,year,1969,7.89
Baden-Wuerttemberg,precip_ge20,year,1970,9.04
Baden-Wuerttemberg,precip_ge20,year,1971,5.55
Baden-Wuerttemberg,precip_ge20,year,1972,7.71
Baden-Wuerttemberg,precip_ge20,year,1973,7.95
Baden-Wuerttemberg,precip_ge20,year,1974,7.11
Baden-Wuerttemberg,precip_ge20,year,1975,6.72
Baden-Wuerttemberg,precip_ge20,year,1976,6.23
Baden-Wuerttemberg,precip_ge20,year,1977,8.3
Baden-Wuerttemberg,precip_ge20,year,1978,9.97
Baden-Wuerttemberg,precip_ge20,year,1979,7.47
Baden-Wuerttemberg,precip_ge20,year,1980,7.27
Baden-Wuerttemberg,precip_ge20,year,1981,10.39
Baden-Wuerttemberg,precip_ge20,year,1982,9.71
Baden-Wuerttemberg,precip_ge20,year,1983,8.55
Baden-Wuerttemberg,precip_ge20,year,1984,8.6
Baden-Wuerttemberg,precip_ge20,year,1985,6.72
Baden-Wuerttemberg,precip_ge20,year,1986,12.15
Baden-Wuerttemberg,precip_ge20,year,1987,9.49
Baden-Wuerttemberg,precip_ge20,year,1988,9.29
Baden-Wuerttemberg,precip_ge20,year,1989,6.09
Baden-Wuerttemberg,precip_ge20,year,1990,8.43
Baden-Wuerttemberg,precip_ge20,year,1991,6.15
Baden-Wuerttemberg,precip_ge20,year,1992,9.08
Baden-Wuerttemberg,precip_ge20,year,1993,7.76
Baden-Wuerttemberg,precip_ge20,year,1994,8.23
Baden-Wuerttemberg,precip_ge20,year,1995,10.83
Baden-Wuerttemberg,precip_ge20,year,1996,6.68
Baden-Wuerttemberg,precip_ge20,year,1997,6.71
Baden-Wuerttemberg,precip_ge20,year,1998,7.3
Baden-Wuerttemberg,precip_ge20,year,1999,9.4
Baden-Wuerttemberg,precip_ge20,year,2000,7.62
Baden-Wuerttemberg,precip_ge20,year,2001,8.84
Baden-Wuerttemberg,precip_ge20,year,2002,12.86
Baden-Wuerttemberg,precip_ge20,year,2003,4.7
Baden-Wuerttemberg,precip_ge20,year,2004,7.11
Baden-Wuerttemberg,precip_ge20,year,2005,6.36
Baden-Wuerttemberg,precip_ge20,year,2006,9.31
Baden-Wuerttemberg,precip_ge20,year,2007,8.92
Baden-Wuerttemberg,precip_ge20,year,2008,6.84
Baden-Wuerttemberg,precip_ge20,year,2009,6.68
Baden-Wuerttemberg,precip_ge20,year,2010,7.33
Baden-Wuerttemberg,precip_ge20,year,2011,6.92
Baden-Wuerttemberg,precip_ge20,year,2012,7.26
Baden-Wuerttemberg,precip_ge20,year,2013,10.01
Baden-Wuerttemberg,precip_ge20,year,2014,7.85
Baden-Wuerttemberg,precip_ge20,year,2015,6.34
Baden-Wuerttemberg,precip_ge20,year,2016,7.55
Baden-Wuerttemberg,precip_ge20,year,2017,7.9
Baden-Wuerttemberg,precip_ge20,year,2018,7.5
Baden-Wuerttemberg,precip_ge20,year,2019,7.9
Baden-Wuerttemberg,precip_ge20,year,2020,6.43
Baden-Wuerttemberg,precip_ge20,year,2021,8.13
Baden-Wuerttemberg,precip_ge20,year,2022,7.46
Baden-Wuerttemberg,precip_ge20,year,2023,8.25
Baden-Wuerttemberg,precip_ge20,year,2024,9.89
Baden-Wuerttemberg,precip_ge20,year,2025,7.13
Baden-Wuerttemberg,precipitation,year,1881,828.6
Baden-Wuerttemberg,precipitation,year,1882,1255.2
Baden-Wuerttemberg,precipitation,year,1883,870.5
Baden-Wuerttemberg,precipitation,year,1884,776.4
Baden-Wuerttemberg,precipitation,year,1885,990.9
Baden-Wuerttemberg,precipitation,year,1886,1063.1
Baden-Wuerttemberg,precipitation,year,1887,772.1
Baden-Wuerttemberg,precipitation,year,1888,925.6
Baden-Wuerttemberg,precipitation,year,1889,944.7
Baden-Wuerttemberg,precipitation,year,1890,872.6
Baden-Wuerttemberg,precipitation,year,1891,859.2
Baden-Wuerttemberg,precipitation,year,1892,833.1
Baden-Wuerttemberg,precipitation,year,1893,727.1
Baden-Wuerttemberg,precipitation,year,1894,882.1
Baden-Wuerttemberg,precipitation,year,1895,918.8
Baden-Wuerttemberg,precipitation,year,1896,996
Baden-Wuerttemberg,precipitation,year,1897,891.3
Baden-Wuerttemberg,precipitation,year,1898,848.3
Baden-Wuerttemberg,precipitation,year,1899,843.2
Baden-Wuerttemberg,precipitation,year,1900,951.7
Baden-Wuerttemberg,precipitation,year,1901,912.4
Baden-Wuerttemberg,precipitation,year,1902,841.4
Baden-Wuerttemberg,precipitation,year,1903,828.5
Baden-Wuerttemberg,precipitation,year,1904,811.6
Baden-Wuerttemberg,precipitation,year,1905,889.2
Baden-Wuerttemberg,precipitation,year,1906,915.9
Baden-Wuerttemberg,precipitation,year,1907,758.6
Baden-Wuerttemberg,precipitation,year,1908,838.4
Baden-Wuerttemberg,precipitation,year,1909,897.7
Baden-Wuerttemberg,precipitation,year,1910,1108.1
Baden-Wuerttemberg,precipitation,year,1911,699
Baden-Wuerttemberg,precipitation,year,1912,1004.9
Baden-Wuerttemberg,precipitation,year,1913,934.3
Baden-Wuerttemberg,precipitation,year,1914,1091.1
Baden-Wuerttemberg,precipitation,year,1915,957.5
Baden-Wuerttemberg,precipitation,year,1916,1007.8
Baden-Wuerttemberg,precipitation,year,1917,897.7
Baden-Wuerttemberg,precipitation,year,1918,856
Baden-Wuerttemberg,precipitation,year,1919,940.5
Baden-Wuerttemberg,precipitation,year,1920,771.6
Baden-Wuerttemberg,precipitation,year,1921,601.5
Baden-Wuerttemberg,precipitation,year,1922,1247.2
Baden-Wuerttemberg,precipitation,year,1923,937.2
Baden-Wuerttemberg,precipitation,year,1924,999.2
Baden-Wuerttemberg,precipitation,year,1925,907.2
Baden-Wuerttemberg,precipitation,year,1926,917
Baden-Wuerttemberg,precipitation,year,1927,1079.5
Baden-Wuerttemberg,precipitation,year,1928,812.2
Baden-Wuerttemberg,precipitation,year,1929,725.3
Baden-Wuerttemberg,precipitation,year,1930,1109
Baden-Wuerttemberg,precipitation,year,1931,1120.1
Baden-Wuerttemberg,precipitation,year,1932,843.9
Baden-Wuerttemberg,precipitation,year,1933,798.7
Baden-Wuerttemberg,precipitation,year,1934,717.9
Baden-Wuerttemberg,precipitation,year,1935,1031.1
Baden-Wuerttemberg,precipitation,year,1936,1072.4
Baden-Wuerttemberg,precipitation,year,1937,913
Baden-Wuerttemberg,precipitation,year,1938,968.1
Baden-Wuerttemberg,precipitation,year,1939,1277
Baden-Wuerttemberg,precipitation,year,1940,1116.9
Baden-Wuerttemberg,precipitation,year,1941,1050.6
Baden-Wuerttemberg,precipitation,year,1942,857.9
Baden-Wuerttemberg,precipitation,year,1943,745.8
Baden-Wuerttemberg,precipitation,year,1944,1061.8
Baden-Wuerttemberg,precipitation,year,1945,938.8
Baden-Wuerttemberg,precipitation,year,1946,870.6
Baden-Wuerttemberg,precipitation,year,1947,854.7
Baden-Wuerttemberg,precipitation,year,1948,881.6
Baden-Wuerttemberg,precipitation,year,1949,648.3
Baden-Wuerttemberg,precipitation,year,1950,1014
Baden-Wuerttemberg,precipitation,year,1951,929.9
Baden-Wuerttemberg,precipitation,year,1952,1079.7
Baden-Wuerttemberg,precipitation,year,1953,716.5
Baden-Wuerttemberg,precipitation,year,1954,997.1
Baden-Wuerttemberg,precipitation,year,1955,951.6
Baden-Wuerttemberg,precipitation,year,1956,979.5
Baden-Wuerttemberg,precipitation,year,1957,879.2
Baden-Wuerttemberg,precipitation,year,1958,1096.7
Baden-Wuerttemberg,precipitation,year,1959,748.9
Baden-Wuerttemberg,precipitation,year,1960,970.2
Baden-Wuerttemberg,precipitation,year,1961,946.7
Baden-Wuerttemberg,precipitation,year,1962,828.6
Baden-Wuerttemberg,precipitation,year,1963,871.9
Baden-Wuerttemberg,precipitation,year,1964,779.2
Baden-Wuerttemberg,precipitation,year,1965,1312.2
Baden-Wuerttemberg,precipitation,year,1966,1107.2
Baden-Wuerttemberg,precipitation,year,1967,931.5
Baden-Wuerttemberg,precipitation,year,1968,1141.9
Baden-Wuerttemberg,precipitation,year,1969,957.6
Baden-Wuerttemberg,precipitation,year,1970,1108.3
Baden-Wuerttemberg,precipitation,year,1971,701.8
Baden-Wuerttemberg,precipitation,year,1972,809.6
Baden-Wuerttemberg,precipitation,year,1973,917.1
Baden-Wuerttemberg,precipitation,year,1974,1019.1
Baden-Wuerttemberg,precipitation,year,1975,864.3
Baden-Wuerttemberg,precipitation,year,1976,771.9
Baden-Wuerttemberg,precipitation,year,1977,997.2
Baden-Wuerttemberg,precipitation,year,1978,1085.8
Baden-Wuerttemberg,precipitation,year,1979,1016.5
Baden-Wuerttemberg,precipitation,year,1980,987.2
Baden-Wuerttemberg,precipitation,year,1981,1169.1
Baden-Wuerttemberg,precipitation,year,1982,1066.3
Baden-Wuerttemberg,precipitation,year,1983,972.2
Baden-Wuerttemberg,precipitation,year,1984,988.8
Baden-Wuerttemberg,precipitation,year,1985,862.1
Baden-Wuerttemberg,precipitation,year,1986,1159.5
Baden-Wuerttemberg,precipitation,year,1987,1076.7
Baden-Wuerttemberg,precipitation,year,1988,1173.4
Baden-Wuerttemberg,precipitation,year,1989,807.7
Baden-Wuerttemberg,precipitation,year,1990,961.7
Baden-Wuerttemberg,precipitation,year,1991,763.4
Baden-Wuerttemberg,precipitation,year,1992,985.9
Baden-Wuerttemberg,precipitation,year,1993,988
Baden-Wuerttemberg,precipitation,year,1994,1062
Baden-Wuerttemberg,precipitation,year,1995,1154.4
Baden-Wuerttemberg,precipitation,year,1996,885
Baden-Wuerttemberg,precipitation,year,1997,858.1
Baden-Wuerttemberg,precipitation,year,1998,998.6
Baden-Wuerttemberg,precipitation,year,1999,1158.8
Baden-Wuerttemberg,precipitation,year,2000,1025.7
Baden-Wuerttemberg,precipitation,year,2001,1184
Baden-Wuerttemberg,precipitation,year,2002,1231.6
Baden-Wuerttemberg,precipitation,year,2003,707.1
Baden-Wuerttemberg,precipitation,year,2004,927.8
Baden-Wuerttemberg,precipitation,year,2005,913
Baden-Wuerttemberg,precipitation,year,2006,972.2
Baden-Wuerttemberg,precipitation,year,2007,1049.6
Baden-Wuerttemberg,precipitation,year,2008,933.7
Baden-Wuerttemberg,precipitation,year,2009,968.1
Baden-Wuerttemberg,precipitation,year,2010,999.7
Baden-Wuerttemberg,precipitation,year,2011,812
