station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,8,6,47,5,,
DENI042,1,7,6,46,5,,
DENI042,2,7,5,41,6,,
DENI042,3,6,5,44,6,,
DENI042,4,5,4,40,6,,
DENI042,5,5,4,42,6,,
DENI042,6,5,4,42,7,,
DENI042,7,6,5,38,8,,
DENI042,8,7,5,37,8,,
DENI042,9,7,5,35,8,,
DENI042,10,6,5,37,7,,
DENI042,11,6,5,36,7,,
DENI042,12,7,5,33,7,,
DENI042,13,6,5,32,9,,
DENI042,14,5,5,36,11,,
DENI042,15,7,7,30,15,,
DENI042,16,8,7,31,16,,
DENI042,17,9,7,28,17,,
DENI042,18,9,7,30,15,,
DENI042,19,8,6,32,13,,
DENI042,20,8,6,39,9,,
DENI042,21,8,5,44,8,,
DENI042,22,8,5,,,,
DENI042,23,5,3,59,8,,
DENI068,0,13,8,,8,,0.25
DENI068,1,11,7,,7,,0.22
DENI068,2,10,6,,,,0.18
DENI068,3,9,5,,6,,0.15
DENI068,4,8,5,,8,,0.13
DENI068,5,8,4,,7,,0.12
DENI068,6,7,4,,7,,0.11
DENI068,7,8,5,,11,,0.11
DENI068,8,8,5,,13,,0.1
DENI068,9,8,5,,13,,0.11
DENI068,10,8,5,,12,,0.12
DENI068,11,8,5,,10,,0.13
DENI068,12,8,6,,15,,0.14
DENI068,13,9,6,,17,,0.16
DENI068,14,8,6,,13,,0.17
DENI068,15,9,7,,19,,0.18
DENI068,16,10,8,,21,,0.19
DENI068,17,11,9,,31,,0.2
DENI068,18,12,8,,27,,0.21
DENI068,19,11,7,,19,,0.22
DENI068,20,10,6,,15,,0.21
DENI068,21,10,6,,13,,0.2
DENI068,22,11,6,,16,,0.21
DENI068,23,9,4,,11,,0.21
