station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,11,9,35,18,,
DENI042,1,12,9,39,14,,
DENI042,2,14,10,36,12,,
DENI042,3,16,12,31,15,,
DENI042,4,19,14,29,18,,
DENI042,5,22,15,37,16,,
DENI042,6,21,15,38,17,,
DENI042,7,20,13,31,24,,
DENI042,8,22,15,22,32,,
DENI042,9,24,17,29,26,,
DENI042,10,24,17,37,18,,
DENI042,11,24,17,33,27,,
DENI042,12,21,16,43,18,,
DENI042,13,17,14,47,15,,
DENI042,14,15,12,50,13,,
DENI042,15,12,10,55,13,,
DENI042,16,12,9,39,25,,
DENI042,17,18,14,23,31,,
DENI042,18,17,14,4,36,,
DENI042,19,19,15,2,33,,
DENI042,20,17,14,2,28,,
DENI042,21,17,14,4,24,,
DENI042,22,18,15,,,,
DENI042,23,20,15,4,18,,
DENI068,0,14,10,,32,,0.74
DENI068,1,13,10,,18,,0.68
DENI068,2,15,10,,,,0.62
DENI068,3,17,12,,18,,0.56
DENI068,4,17,13,,20,,0.52
DENI068,5,23,15,,40,,0.48
DENI068,6,25,16,,61,,0.48
DENI068,7,25,16,,65,,0.51
DENI068,8,26,16,,67,,0.58
DENI068,9,29,17,,57,,0.64
DENI068,10,32,19,,46,,0.67
DENI068,11,32,20,,35,,0.71
DENI068,12,28,18,,35,,0.75
DENI068,13,27,17,,43,,0.75
DENI068,14,25,15,,44,,0.71
DENI068,15,25,14,,55,,0.65
DENI068,16,30,16,,57,,0.61
DENI068,17,37,19,,54,,0.61
DENI068,18,43,23,,60,,0.69
DENI068,19,48,29,,53,,0.75
DENI068,20,39,24,,47,,0.74
DENI068,21,39,25,,42,,0.78
DENI068,22,36,25,,39,,0.81
DENI068,23,36,24,,31,,0.81
