station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,6,20,12,,
DENI042,1,9,5,25,10,,
DENI042,2,8,5,39,7,,
DENI042,3,10,6,47,8,0.2,
DENI042,4,13,8,48,9,0.3,
DENI042,5,11,8,45,9,0.4,
DENI042,6,8,6,42,11,0.2,
DENI042,7,8,6,32,16,,
DENI042,8,10,8,29,18,0.3,
DENI042,9,10,8,30,16,0.3,
DENI042,10,9,8,30,15,,
DENI042,11,7,7,29,14,0.1,
DENI042,12,5,5,33,14,0.3,
DENI042,13,2,3,38,12,0.3,
DENI042,14,3,2,40,13,0.2,
DENI042,15,3,3,39,14,0,
DENI042,16,4,3,35,19,0.3,
DENI042,17,4,3,32,23,0.5,
DENI042,18,10,6,42,17,0.8,
DENI042,19,12,9,38,20,0.4,
DENI042,20,10,9,36,19,1,
DENI042,21,10,8,27,19,0.7,
DENI042,22,7,7,,,1,
DENI042,23,5,5,40,16,1,
DENI068,0,13,8,,16,,0.7
DENI068,1,11,7,,13,,0.66
DENI068,2,10,6,,,,0.61
DENI068,3,93,32,,9,,0.61
DENI068,4,14,15,,11,,0.56
DENI068,5,10,8,,23,,0.53
DENI068,6,9,7,,40,,0.53
DENI068,7,10,7,,50,,0.56
DENI068,8,14,10,,43,,0.6
DENI068,9,12,9,,42,,0.65
DENI068,10,13,9,,37,,0.7
DENI068,11,12,7,,37,,0.71
DENI068,12,9,5,,29,,0.75
DENI068,13,7,3,,26,,0.76
DENI068,14,7,3,,21,,0.76
DENI068,15,9,3,,38,,0.78
DENI068,16,11,5,,40,,0.78
DENI068,17,10,4,,29,,0.77
DENI068,18,16,8,,36,,0.77
DENI068,19,18,10,,30,,0.75
DENI068,20,18,10,,39,,0.75
DENI068,21,19,12,,49,,0.79
DENI068,22,9,5,,32,,0.79
DENI068,23,9,4,,28,,0.76
