station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,19,8,34,7,,
DENI042,1,19,8,27,6,,
DENI042,2,20,8,33,7,,
DENI042,3,19,8,25,6,,
DENI042,4,18,8,,9,,
DENI042,5,19,8,23,9,,
DENI042,6,19,8,8,21,,
DENI042,7,20,9,7,28,,
DENI042,8,19,9,35,9,,
DENI042,9,18,9,33,8,,
DENI042,10,18,9,37,7,,
DENI042,11,19,9,44,7,,
DENI042,12,19,9,50,7,,
DENI042,13,19,9,51,6,,
DENI042,14,21,9,50,7,,
DENI042,15,24,10,49,8,,
DENI042,16,27,10,51,8,,
DENI042,17,30,11,52,8,,
DENI042,18,32,11,35,16,,
DENI042,19,32,11,36,15,,
DENI042,20,31,11,45,12,,
DENI042,21,31,12,40,13,,
DENI042,22,31,12,30,,,
DENI042,23,31,11,21,14,,
DENI068,0,25,8,,,,0.47
DENI068,1,24,9,,11,,0.41
DENI068,2,51,13,,12,,0.38
DENI068,3,26,10,,20,,0.35
DENI068,4,22,9,,24,,0.36
DENI068,5,23,9,,32,,0.34
DENI068,6,26,10,,47,,0.38
DENI068,7,27,11,,36,,0.41
DENI068,8,27,10,,30,,0.42
DENI068,9,28,10,,32,,0.44
DENI068,10,28,9,,24,,0.45
DENI068,11,29,9,,20,,0.46
DENI068,12,29,9,,25,,0.45
DENI068,13,32,9,,26,,0.45
DENI068,14,36,10,,41,,0.42
DENI068,15,41,11,,43,,0.43
DENI068,16,44,12,,51,,0.46
DENI068,17,43,12,,45,,0.48
DENI068,18,50,14,,56,,0.51
DENI068,19,65,20,,54,,0.55
DENI068,20,41,15,,55,,0.59
DENI068,21,36,13,,38,,0.6
DENI068,22,39,14,,41,,0.59
DENI068,23,37,13,,34,,0.58
