station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,15,11,68,7,0.3,
DENI042,1,13,10,69,7,0.8,
DENI042,2,11,9,,6,0.3,
DENI042,3,10,8,73,5,0.6,
DENI042,4,9,7,74,,0.8,
DENI042,5,9,7,73,5,0.4,
DENI042,6,9,7,72,5,0.2,
DENI042,7,9,7,72,6,0.1,
DENI042,8,8,7,72,6,0.1,
DENI042,9,8,7,76,6,0,
DENI042,10,8,8,75,6,,
DENI042,11,10,9,76,6,0.3,
DENI042,12,11,11,80,6,0.2,
DENI042,13,12,11,83,6,0.4,
DENI042,14,13,11,84,6,0.4,
DENI042,15,14,11,85,5,0.4,
DENI042,16,16,11,87,6,0.5,
DENI042,17,17,12,86,6,0.8,
DENI042,18,17,12,83,8,0.3,
DENI042,19,16,11,81,8,0.7,
DENI042,20,17,12,71,9,0.7,
DENI042,21,21,15,47,18,0.7,
DENI042,22,21,14,44,15,0.4,
DENI042,23,21,14,38,15,,
DENI068,0,13,9,,14,,
DENI068,1,15,11,,14,,
DENI068,2,11,8,,9,,
DENI068,3,10,8,,6,,
DENI068,4,9,8,,7,,
DENI068,5,9,8,,9,,
DENI068,6,9,8,,13,,
DENI068,7,9,7,,15,,
DENI068,8,9,8,,18,,
DENI068,9,10,8,,22,,
DENI068,10,12,,,23,,
DENI068,11,13,,,22,,0.25
DENI068,12,17,,,19,,0.27
DENI068,13,19,,,18,,0.3
DENI068,14,22,,,23,,0.34
DENI068,15,23,,,20,,0.4
DENI068,16,25,12,,28,,0.46
DENI068,17,27,13,,37,,0.52
DENI068,18,27,14,,53,,0.57
DENI068,19,27,14,,38,,0.62
DENI068,20,36,22,,59,,0.68
DENI068,21,32,20,,57,,0.72
DENI068,22,36,25,,,,0.76
DENI068,23,28,20,,37,,0.77
