station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,13,9,49,8,0.3,
DENI042,1,13,9,44,8,,
DENI042,2,12,9,37,8,,
DENI042,3,13,9,31,8,,
DENI042,4,12,10,20,13,0,
DENI042,5,13,10,10,21,,
DENI042,6,16,11,8,27,,
DENI042,7,17,15,16,34,0.4,
DENI042,8,17,14,23,35,0.5,
DENI042,9,14,12,41,19,1,
DENI042,10,16,12,44,18,1,
DENI042,11,18,14,61,16,1,
DENI042,12,20,15,84,11,0.5,
DENI042,13,20,15,101,7,0.8,
DENI042,14,19,14,109,8,0.9,
DENI042,15,18,13,111,7,0.5,
DENI042,16,19,13,109,7,0.1,
DENI042,17,21,14,98,8,0.2,
DENI042,18,23,14,84,10,1,
DENI042,19,21,12,73,11,1,
DENI042,20,17,11,72,10,1,
DENI042,21,15,9,74,8,0.8,
DENI042,22,14,9,72,8,0.7,
DENI042,23,14,10,,8,,
DENI068,0,20,13,,,,0.27
DENI068,1,20,12,,22,,0.27
DENI068,2,21,12,,24,,0.27
DENI068,3,19,11,,17,,0.27
DENI068,4,21,11,,18,,0.27
DENI068,5,22,12,,28,,0.27
DENI068,6,24,13,,39,,0.28
DENI068,7,19,13,,42,,0.28
DENI068,8,15,11,,36,,0.29
DENI068,9,19,13,,48,,0.3
DENI068,10,21,13,,42,,0.32
DENI068,11,23,14,,50,,0.34
DENI068,12,23,15,,37,,0.35
DENI068,13,21,15,,33,,0.36
DENI068,14,15,13,,29,,0.34
DENI068,15,15,13,,29,,0.34
DENI068,16,14,13,,30,,0.34
DENI068,17,17,13,,25,,0.33
DENI068,18,21,13,,23,,0.32
DENI068,19,21,12,,30,,0.32
DENI068,20,18,10,,23,,0.31
DENI068,21,16,9,,25,,0.3
DENI068,22,16,9,,22,,0.29
DENI068,23,16,9,,13,,0.28
