station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,13,12,10,,,
DENI042,1,12,13,9,21,,
DENI042,2,13,12,10,18,,
DENI042,3,12,11,11,17,,
DENI042,4,15,13,,23,,
DENI042,5,12,11,6,23,,
DENI042,6,10,10,2,28,,
DENI042,7,10,10,2,32,,
DENI042,8,16,14,2,34,,
DENI042,9,17,14,5,33,,
DENI042,10,31,28,5,40,,
DENI042,11,32,32,9,41,,
DENI042,12,34,36,10,44,0.1,
DENI042,13,30,38,10,46,,
DENI042,14,30,36,10,46,,
DENI042,15,29,31,6,49,,
DENI042,16,31,29,2,54,,
DENI042,17,35,31,3,48,,
DENI042,18,32,27,2,46,,
DENI042,19,33,27,2,44,,
DENI042,20,34,28,2,41,,
DENI042,21,34,28,2,38,,
DENI042,22,38,31,3,37,,
DENI042,23,32,29,2,35,,
DENI068,0,46,31,,28,,0.93
DENI068,1,40,29,,,,0.89
DENI068,2,40,29,,27,,0.87
DENI068,3,39,29,,24,,0.85
DENI068,4,32,25,,26,,0.81
DENI068,5,32,25,,29,,0.78
DENI068,6,42,28,,39,,0.75
DENI068,7,38,26,,48,,0.74
DENI068,8,34,26,,39,,0.73
DENI068,9,35,26,,41,,0.72
DENI068,10,38,28,,45,,0.73
DENI068,11,37,29,,49,,0.73
DENI068,12,37,31,,48,,0.76
DENI068,13,35,31,,55,,0.78
DENI068,14,36,31,,61,,0.83
DENI068,15,38,32,,58,,0.85
DENI068,16,44,33,,65,,0.91
DENI068,17,44,33,,53,,0.96
DENI068,18,40,29,,48,,0.97
DENI068,19,40,28,,45,,0.96
DENI068,20,40,27,,45,,0.94
DENI068,21,40,26,,44,,0.92
DENI068,22,43,27,,43,,0.89
DENI068,23,46,28,,41,,0.88
