station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,5,63,5,,
DENI042,1,10,4,66,4,,
DENI042,2,7,3,70,6,,
DENI042,3,5,0.8,64,8,,
DENI042,4,6,1,60,7,,
DENI042,5,10,3,52,10,0,
DENI042,6,12,4,41,19,0.5,
DENI042,7,14,5,44,15,0.8,
DENI042,8,14,5,49,11,0.8,
DENI042,9,12,5,56,8,0.1,
DENI042,10,11,5,53,12,0.1,
DENI042,11,11,5,58,9,0.1,
DENI042,12,10,5,63,6,,
DENI042,13,8,5,67,5,,
DENI042,14,8,4,68,6,,
DENI042,15,10,4,67,8,,
DENI042,16,10,4,69,5,0,
DENI042,17,13,5,57,11,0.1,
DENI042,18,17,7,30,23,,
DENI042,19,16,5,25,19,,
DENI042,20,15,5,25,16,,
DENI042,21,14,5,25,14,,
DENI042,22,12,5,30,9,,
DENI042,23,12,4,,,,
DENI068,0,10,5,,,,0.33
DENI068,1,9,4,,8,,0.3
DENI068,2,5,3,,5,,0.27
DENI068,3,,0.8,,5,,0.25
DENI068,4,1,1,,13,,0.23
DENI068,5,9,3,,23,,0.21
DENI068,6,16,4,,34,,0.21
DENI068,7,21,6,,50,,0.22
DENI068,8,18,6,,26,,0.21
DENI068,9,16,5,,18,,0.21
DENI068,10,15,5,,18,,0.21
DENI068,11,15,5,,18,,0.21
DENI068,12,15,5,,16,,0.21
DENI068,13,14,5,,18,,0.2
DENI068,14,15,5,,24,,0.19
DENI068,15,14,5,,21,,0.16
DENI068,16,15,5,,28,,0.16
DENI068,17,22,6,,50,,0.18
DENI068,18,25,7,,43,,0.19
DENI068,19,33,10,,46,,0.22
DENI068,20,38,13,,40,,0.24
DENI068,21,26,11,,34,,0.26
DENI068,22,20,9,,26,,0.28
DENI068,23,18,8,,18,,0.28
