station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,15,13,16,16,,
DENI042,1,15,12,,14,,
DENI042,2,17,13,14,18,,
DENI042,3,17,13,22,13,,
DENI042,4,18,13,21,,,
DENI042,5,15,12,15,10,,
DENI042,6,13,11,6,13,,
DENI042,7,13,11,3,14,,
DENI042,8,12,10,5,14,,
DENI042,9,12,11,11,17,,
DENI042,10,11,10,21,17,,
DENI042,11,10,9,27,14,,
DENI042,12,10,9,30,14,,
DENI042,13,9,8,39,9,,
DENI042,14,8,8,42,10,,
DENI042,15,11,9,31,16,,
DENI042,16,12,9,32,14,,
DENI042,17,13,10,30,14,,
DENI042,18,12,10,18,17,,
DENI042,19,12,9,4,23,,
DENI042,20,12,10,5,20,,
DENI042,21,13,11,6,16,,
DENI042,22,13,12,22,14,,
DENI042,23,12,12,29,10,,
DENI068,0,28,14,,34,,0.66
DENI068,1,30,15,,29,,0.6
DENI068,2,23,13,,31,,0.51
DENI068,3,18,11,,26,,0.46
DENI068,4,18,11,,23,,0.44
DENI068,5,21,12,,22,,0.43
DENI068,6,11,9,,21,,0.4
DENI068,7,12,9,,23,,0.37
DENI068,8,20,12,,27,,0.35
DENI068,9,22,13,,32,,0.35
DENI068,10,17,11,,33,,0.36
DENI068,11,15,10,,34,,0.38
DENI068,12,16,9,,30,,0.4
DENI068,13,16,9,,30,,0.4
DENI068,14,15,9,,23,,0.4
DENI068,15,18,9,,27,,0.41
DENI068,16,23,11,,39,,0.41
DENI068,17,24,12,,33,,0.41
DENI068,18,26,13,,32,,0.4
DENI068,19,26,13,,29,,0.41
DENI068,20,33,16,,27,,0.4
DENI068,21,26,14,,32,,0.42
DENI068,22,22,13,,,,0.43
DENI068,23,20,12,,22,,0.43
