station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,11,5,44,6,,
DENI042,1,6,3,39,6,,
DENI042,2,5,2,38,5,,
DENI042,3,5,2,38,4,,
DENI042,4,4,2,,5,,
DENI042,5,4,2,32,5,,
DENI042,6,4,3,32,8,,
DENI042,7,4,4,42,9,,
DENI042,8,3,4,57,8,,
DENI042,9,3,5,94,3,,
DENI042,10,5,6,110,3,,
DENI042,11,6,6,117,3,,
DENI042,12,10,6,118,3,,
DENI042,13,12,6,118,3,,
DENI042,14,14,6,122,3,,
DENI042,15,15,6,127,3,,
DENI042,16,18,6,133,3,,
DENI042,17,20,7,130,3,,
DENI042,18,22,8,127,3,,
DENI042,19,21,8,114,6,,
DENI042,20,21,8,92,8,,
DENI042,21,22,9,93,6,,
DENI042,22,18,8,85,,,
DENI042,23,17,8,76,6,,
DENI068,0,7,5,,30,,0.08
DENI068,1,6,5,,14,,0.09
DENI068,2,5,5,,13,,0.09
DENI068,3,4,4,,14,,0.1
DENI068,4,3,4,,12,,0.11
DENI068,5,3,4,,11,,0.12
DENI068,6,3,4,,11,,0.12
DENI068,7,4,4,,13,,0.12
DENI068,8,7,4,,12,,0.13
DENI068,9,11,4,,11,,0.14
DENI068,10,19,6,,12,,0.14
DENI068,11,23,5,,9,,0.14
DENI068,12,27,5,,10,,0.15
DENI068,13,28,5,,12,,0.16
DENI068,14,30,6,,18,,0.16
DENI068,15,32,6,,14,,0.16
DENI068,16,34,6,,16,,0.17
DENI068,17,34,6,,23,,0.17
DENI068,18,35,7,,20,,0.18
DENI068,19,34,8,,31,,0.2
DENI068,20,33,10,,51,,0.23
DENI068,21,28,11,,25,,0.24
DENI068,22,27,13,,26,,0.25
DENI068,23,23,12,,,,0.26
