station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,17,6,50,4,,
DENI042,1,14,5,35,5,,
DENI042,2,12,4,26,6,,
DENI042,3,11,4,,,,
DENI042,4,10,4,15,10,,
DENI042,5,10,4,5,18,,
DENI042,6,15,7,2,28,,
DENI042,7,17,8,13,28,,
DENI042,8,16,8,37,14,,
DENI042,9,15,8,46,7,,
DENI042,10,14,8,49,8,,
DENI042,11,13,8,50,9,,
DENI042,12,10,6,58,7,,
DENI042,13,8,5,62,6,,
DENI042,14,8,4,63,6,,
DENI042,15,9,4,62,6,,
DENI042,16,10,4,63,5,,
DENI042,17,13,5,46,13,,
DENI042,18,13,4,28,16,,
DENI042,19,14,5,31,11,,
DENI042,20,16,6,26,11,,
DENI042,21,12,5,23,10,,
DENI042,22,11,4,18,11,,
DENI042,23,10,3,18,7,,
DENI068,0,16,5,,10,,0.32
DENI068,1,15,5,,8,,0.29
DENI068,2,14,5,,8,,0.26
DENI068,3,13,5,,13,,0.23
DENI068,4,17,6,,24,,0.22
DENI068,5,16,7,,35,,0.24
DENI068,6,16,6,,35,,0.27
DENI068,7,18,8,,37,,0.29
DENI068,8,25,9,,41,,0.32
DENI068,9,24,9,,34,,0.34
DENI068,10,24,8,,27,,0.35
DENI068,11,23,8,,28,,0.36
DENI068,12,20,7,,34,,0.35
DENI068,13,15,6,,25,,0.33
DENI068,14,13,5,,33,,0.31
DENI068,15,16,6,,60,,0.32
DENI068,16,16,6,,49,,0.32
DENI068,17,24,7,,49,,0.34
DENI068,18,37,11,,59,,0.38
DENI068,19,48,14,,42,,0.41
DENI068,20,34,12,,37,,0.44
DENI068,21,24,10,,27,,0.46
DENI068,22,17,8,,,,0.49
DENI068,23,15,8,,17,,0.45
