station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,20,16,37,10,2,
DENI042,1,17,14,42,8,1,
DENI042,2,14,12,46,8,2,
DENI042,3,15,12,45,7,2,
DENI042,4,14,12,,6,1,
DENI042,5,11,10,52,5,1,
DENI042,6,11,9,48,6,1,
DENI042,7,12,10,44,7,2,
DENI042,8,15,13,38,8,2,
DENI042,9,19,17,32,10,2,
DENI042,10,19,17,33,9,1,
DENI042,11,20,18,35,8,0.6,
DENI042,12,16,14,44,7,1,
DENI042,13,14,12,47,7,1,
DENI042,14,14,12,47,7,0.6,
DENI042,15,17,15,43,9,0.9,
DENI042,16,20,18,40,10,1,
DENI042,17,21,19,39,11,0.9,
DENI042,18,21,20,38,11,1,
DENI042,19,18,16,42,8,0.8,
DENI042,20,16,14,43,8,0.7,
DENI042,21,15,14,41,9,0.7,
DENI042,22,12,11,42,,,
DENI042,23,11,9,43,6,0.5,
DENI068,0,22,19,,15,,0.16
DENI068,1,20,19,,14,,0.14
DENI068,2,16,15,,13,,0.12
DENI068,3,16,15,,11,,0.11
DENI068,4,16,15,,10,,0.1
DENI068,5,12,11,,9,,0.09
DENI068,6,12,11,,13,,0.08
DENI068,7,14,13,,13,,0.06
DENI068,8,18,16,,16,,0.06
DENI068,9,22,19,,27,,0.07
DENI068,10,25,21,,27,,0.1
DENI068,11,24,21,,21,,0.12
DENI068,12,22,19,,20,,0.14
DENI068,13,21,19,,19,,0.17
DENI068,14,20,18,,19,,0.19
DENI068,15,22,20,,29,,0.21
DENI068,16,26,23,,37,,0.24
DENI068,17,27,22,,40,,0.25
DENI068,18,28,23,,39,,0.26
DENI068,19,23,20,,30,,0.27
DENI068,20,20,17,,23,,0.27
DENI068,21,19,17,,33,,0.28
DENI068,22,17,16,,31,,0.29
DENI068,23,13,12,,15,,0.29
