station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,12,6,,17,,
DENI042,1,14,8,48,,,
DENI042,2,16,9,47,15,0,
DENI042,3,13,8,52,11,,
DENI042,4,14,7,56,10,0.1,
DENI042,5,12,6,60,9,,
DENI042,6,7,4,62,8,0,
DENI042,7,4,2,61,9,,
DENI042,8,2,1,58,10,0.3,
DENI042,9,2,0.9,59,10,0.3,
DENI042,10,1,1,59,11,,
DENI042,11,2,1,61,11,,
DENI042,12,4,2,64,14,0.6,
DENI042,13,4,2,71,8,0.4,
DENI042,14,4,2,69,9,0.3,
DENI042,15,4,2,71,11,0.3,
DENI042,16,4,2,67,16,0.3,
DENI042,17,4,2,68,16,0.2,
DENI042,18,5,3,66,16,0.1,
DENI042,19,6,3,64,14,,
DENI042,20,5,3,65,17,,
DENI042,21,6,4,66,19,,
DENI042,22,9,5,64,13,0,
DENI042,23,10,5,56,12,0,
DENI068,0,14,6,,34,,0.21
DENI068,1,16,7,,31,,0.18
DENI068,2,18,8,,29,,0.14
DENI068,3,16,9,,,,0.12
DENI068,4,15,7,,21,,0.09
DENI068,5,12,6,,23,,0.07
DENI068,6,8,4,,37,,0.06
DENI068,7,6,4,,40,,0.07
DENI068,8,3,3,,33,,0.08
DENI068,9,1,2,,27,,0.09
DENI068,10,0.9,2,,29,,0.1
DENI068,11,2,2,,31,,0.11
DENI068,12,5,3,,32,,0.14
DENI068,13,6,2,,11,,0.16
DENI068,14,4,2,,11,,0.16
DENI068,15,3,2,,10,,0.15
DENI068,16,2,2,,18,,0.14
DENI068,17,3,3,,15,,0.14
DENI068,18,4,3,,22,,0.13
DENI068,19,5,4,,22,,0.13
DENI068,20,5,4,,18,,0.12
DENI068,21,6,4,,15,,0.12
DENI068,22,13,6,,38,,0.13
DENI068,23,12,6,,35,,0.15
