station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,9,52,11,,
DENI042,1,9,11,52,10,,
DENI042,2,10,14,49,9,,
DENI042,3,10,12,39,10,,
DENI042,4,10,12,,,0,
DENI042,5,11,14,,15,0.1,
DENI042,6,8,8,,11,0.1,
DENI042,7,7,6,,12,,
DENI042,8,7,6,66,11,0.1,
DENI042,9,9,8,60,14,0.6,
DENI042,10,8,8,58,13,0.8,
DENI042,11,9,7,51,15,0.3,
DENI042,12,7,5,58,9,,
DENI042,13,6,4,,9,,
DENI042,14,7,5,59,11,,
DENI042,15,6,5,61,10,,
DENI042,16,8,6,60,10,,
DENI042,17,9,8,58,14,,
DENI042,18,10,10,57,12,,
DENI042,19,10,10,54,14,,
DENI042,20,9,8,53,13,,
DENI042,21,9,9,37,19,,
DENI042,22,10,10,,19,,
DENI042,23,10,10,28,12,,
DENI068,0,14,7,,,,0.35
DENI068,1,15,9,,13,,0.33
DENI068,2,16,10,,23,,0.31
DENI068,3,15,9,,19,,0.29
DENI068,4,17,10,,30,,0.28
DENI068,5,18,11,,45,,0.28
DENI068,6,14,7,,64,,0.29
DENI068,7,14,7,,55,,0.3
DENI068,8,16,8,,50,,0.31
DENI068,9,19,9,,33,,0.32
DENI068,10,17,8,,31,,0.33
DENI068,11,18,9,,38,,0.35
DENI068,12,15,7,,36,,0.35
DENI068,13,11,5,,28,,0.34
DENI068,14,14,7,,37,,0.35
DENI068,15,12,6,,38,,0.35
DENI068,16,14,7,,44,,0.37
DENI068,17,17,9,,45,,0.39
DENI068,18,20,11,,32,,0.41
DENI068,19,20,10,,34,,0.41
DENI068,20,16,9,,38,,0.43
DENI068,21,18,11,,45,,0.44
DENI068,22,15,9,,23,,0.42
DENI068,23,15,9,,18,,0.41
