station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,18,19,18,20,,
DENI042,1,15,15,23,,0.1,
DENI042,2,14,14,25,16,,
DENI042,3,13,13,25,16,,
DENI042,4,12,12,,17,,
DENI042,5,11,11,24,16,0,
DENI042,6,8,8,29,17,,
DENI042,7,7,7,20,29,,
DENI042,8,7,7,3,41,,
DENI042,9,6,6,28,23,,
DENI042,10,6,6,35,16,,
DENI042,12,5,1,38,15,0.1,
DENI042,13,6,2,36,17,,
DENI042,14,5,2,32,19,,
DENI042,15,5,2,23,25,,
DENI042,16,5,2,12,34,,
DENI042,17,5,3,16,36,,
DENI042,18,3,5,19,32,,
DENI042,19,4,6,20,30,,
DENI042,20,5,6,19,30,,
DENI042,21,5,6,21,27,,
DENI042,22,7,8,20,25,,
DENI042,23,9,8,23,23,,
DENI068,0,24,23,,20,,0.58
DENI068,1,22,22,,19,,0.53
DENI068,2,21,22,,20,,0.48
DENI068,3,28,28,,20,,0.44
DENI068,4,18,18,,23,,0.41
DENI068,5,16,16,,23,,0.38
DENI068,6,13,13,,46,,0.38
DENI068,7,13,12,,58,,0.41
DENI068,8,12,11,,46,,0.44
DENI068,9,13,11,,49,,0.48
DENI068,10,,,,,,0.51
DENI068,11,4,7,,40,,0.53
DENI068,12,5,8,,43,,0.57
DENI068,13,7,10,,44,,0.63
DENI068,14,9,8,,49,,0.66
DENI068,15,8,7,,52,,0.68
DENI068,16,8,7,,,,0.7
DENI068,17,11,10,,,,
DENI068,18,12,12,,,,
DENI068,19,14,13,,,,
DENI068,20,16,15,,,,
DENI068,21,17,16,,,,
DENI068,22,17,15,,,,
DENI068,23,16,14,,,,
