station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,13,,91,9,,
DENI042,1,12,,108,6,,
DENI042,2,13,,,,0.1,
DENI042,3,13,,74,15,,
DENI042,4,15,2,76,16,0.4,
DENI042,5,18,5,88,13,0.9,
DENI042,6,20,7,89,14,1,
DENI042,7,21,9,91,13,1,
DENI042,8,21,10,95,9,1,
DENI042,9,19,10,98,9,2,
DENI042,10,44,20,87,11,1,
DENI042,11,37,30,70,10,0.5,
DENI042,12,34,29,82,9,0.5,
DENI042,13,34,29,76,10,0.1,
DENI042,14,34,28,76,10,0.1,
DENI042,15,35,29,76,11,0.4,
DENI042,16,30,24,92,10,0.6,
DENI042,17,21,13,103,8,1,
DENI042,18,20,12,86,8,0.6,
DENI042,19,24,17,62,12,0.3,
DENI042,20,27,20,46,12,0,
DENI042,21,27,21,41,12,0.2,
DENI042,22,28,23,32,14,0,
DENI042,23,28,23,34,12,0.2,
DENI068,0,14,7,,20,,0.18
DENI068,1,11,5,,6,,0.16
DENI068,2,12,7,,12,,0.15
DENI068,3,13,8,,24,,0.14
DENI068,4,15,10,,34,,0.13
DENI068,5,22,16,,61,,0.14
DENI068,6,28,21,,102,,0.18
DENI068,7,28,21,,74,,0.23
DENI068,8,26,17,,37,,0.25
DENI068,9,26,17,,51,,0.28
DENI068,10,35,24,,68,,0.33
DENI068,11,52,35,,59,,0.38
DENI068,12,63,34,,55,,0.42
DENI068,13,63,33,,74,,0.48
DENI068,14,58,31,,47,,0.48
DENI068,15,58,30,,51,,0.5
DENI068,16,46,23,,46,,0.53
DENI068,17,34,16,,46,,0.55
DENI068,18,32,15,,48,,0.56
DENI068,19,44,21,,54,,0.56
DENI068,20,59,27,,37,,0.57
DENI068,21,62,26,,38,,0.56
DENI068,22,63,27,,34,,0.55
DENI068,23,49,20,,,,0.52
