station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,8,4,10,,,
DENI042,1,7,4,10,8,,
DENI042,2,7,4,8,8,,
DENI042,3,7,4,,7,,
DENI042,4,7,4,3,9,,
DENI042,5,7,4,0.2,13,,
DENI042,6,7,4,,17,0,
DENI042,7,9,5,0.5,16,,
DENI042,8,13,7,3,25,,
DENI042,9,13,7,7,25,0,
DENI042,10,12,6,28,19,0.2,
DENI042,11,9,4,70,8,0.7,
DENI042,12,7,2,78,6,0.5,
DENI042,13,4,1,78,5,0.2,
DENI042,14,4,1,75,5,0.2,
DENI042,15,5,2,75,6,0.6,
DENI042,16,8,3,75,8,0.6,
DENI042,17,9,4,57,16,0.5,
DENI042,18,11,6,49,23,0.6,
DENI042,19,14,8,43,19,0.6,
DENI042,20,18,11,19,27,0.4,
DENI042,21,19,11,16,26,0.5,
DENI042,22,16,10,14,24,0.3,
DENI042,23,15,9,21,15,0,
DENI068,0,17,9,,21,,0.66
DENI068,1,79,38,,19,,0.65
DENI068,2,12,8,,18,,0.56
DENI068,3,11,7,,14,,0.48
DENI068,4,10,7,,,,0.41
DENI068,5,11,7,,29,,0.39
DENI068,6,11,7,,27,,0.4
DENI068,7,12,8,,30,,0.41
DENI068,8,14,8,,38,,0.45
DENI068,9,16,8,,35,,0.43
DENI068,10,16,7,,39,,0.45
DENI068,11,15,6,,36,,0.47
DENI068,12,13,6,,41,,0.49
DENI068,13,11,5,,37,,0.49
DENI068,14,11,5,,45,,0.49
DENI068,15,11,6,,39,,0.48
DENI068,16,13,7,,48,,0.46
DENI068,17,20,10,,89,,0.52
DENI068,18,27,13,,77,,0.59
DENI068,19,30,16,,59,,0.63
DENI068,20,29,15,,62,,0.68
DENI068,21,30,15,,55,,0.73
DENI068,22,29,15,,44,,0.76
DENI068,23,26,15,,35,,0.77
