station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,14,4,48,8,,
DENI042,1,13,5,46,7,,
DENI042,2,13,5,41,7,,
DENI042,3,13,6,41,8,,
DENI042,4,12,6,,,,
DENI042,5,12,7,14,28,,
DENI042,6,12,10,7,33,,
DENI042,7,13,12,17,35,,
DENI042,8,17,17,10,52,0.4,
DENI042,9,12,9,34,36,0.2,
DENI042,10,8,3,76,9,,
DENI042,11,7,,89,5,0.2,
DENI042,12,6,,93,5,0.5,
DENI042,13,7,,90,6,2,
DENI042,14,7,,90,7,2,
DENI042,15,7,,89,7,1,
DENI042,16,10,0,82,8,2,
DENI042,17,10,,79,8,2,
DENI042,18,10,,74,11,2,
DENI042,19,13,0.2,46,23,1,
DENI042,20,12,0.6,46,19,1,
DENI042,21,14,2,55,13,2,
DENI042,22,13,2,36,17,,
DENI042,23,13,2,32,15,,
DENI068,0,18,13,,,,0.27
DENI068,1,22,18,,28,,0.28
DENI068,2,87,94,,15,,0.33
DENI068,3,11,8,,21,,0.33
DENI068,4,12,9,,29,,0.33
DENI068,5,13,9,,40,,0.34
DENI068,6,15,11,,49,,0.37
DENI068,7,16,10,,59,,0.41
DENI068,8,18,11,,48,,0.44
DENI068,9,16,10,,43,,0.46
DENI068,10,18,10,,45,,0.44
DENI068,11,14,7,,44,,0.47
DENI068,12,13,7,,50,,0.49
DENI068,13,13,6,,41,,0.49
DENI068,14,15,7,,46,,0.49
DENI068,15,13,6,,54,,0.48
DENI068,16,16,8,,53,,0.49
DENI068,17,16,8,,51,,0.5
DENI068,18,18,10,,51,,0.52
DENI068,19,21,11,,55,,0.53
DENI068,20,25,13,,49,,0.54
DENI068,21,27,15,,37,,0.55
DENI068,22,23,15,,34,,0.54
DENI068,23,22,14,,22,,0.51
