station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,6,65,12,0,
DENI042,1,8,6,61,,,
DENI042,2,8,6,60,11,,
DENI042,3,9,6,,13,,
DENI042,4,9,6,48,12,,
DENI042,5,10,7,33,19,,
DENI042,6,12,10,21,29,,
DENI042,7,15,14,24,34,,
DENI042,8,14,14,46,30,,
DENI042,9,11,11,87,14,,
DENI042,10,11,10,111,6,0.2,
DENI042,11,11,10,118,5,0.2,
DENI042,12,13,11,123,5,0.6,
DENI042,13,15,12,128,5,0.8,
DENI042,14,15,13,136,5,0.7,
DENI042,15,13,11,133,5,0.3,
DENI042,16,13,9,131,5,,
DENI042,17,16,11,133,5,0,
DENI042,18,18,11,133,6,0.1,
DENI042,19,15,10,117,8,0,
DENI042,20,16,10,89,17,,
DENI042,21,16,10,77,16,0,
DENI042,22,16,10,74,13,0.1,
DENI042,23,15,9,72,12,,
DENI068,0,22,16,,27,,0.34
DENI068,1,32,23,,23,,0.35
DENI068,2,17,13,,26,,0.34
DENI068,3,18,14,,,,0.34
DENI068,4,17,13,,41,,0.33
DENI068,5,18,14,,48,,0.32
DENI068,6,17,14,,37,,0.3
DENI068,7,17,15,,38,,0.29
DENI068,8,18,15,,35,,0.3
DENI068,9,19,12,,34,,0.29
DENI068,10,19,10,,22,,0.28
DENI068,11,20,11,,23,,0.28
DENI068,12,23,12,,20,,0.28
DENI068,13,24,12,,20,,0.29
DENI068,14,25,12,,22,,0.29
DENI068,15,25,12,,23,,0.29
DENI068,16,23,11,,29,,0.29
DENI068,17,25,12,,29,,0.31
DENI068,18,27,14,,31,,0.33
DENI068,19,24,14,,34,,0.35
DENI068,20,22,13,,45,,0.38
DENI068,21,22,16,,43,,0.41
DENI068,22,23,19,,32,,0.43
DENI068,23,24,20,,28,,0.44
