station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,6,3,,5,,
DENI042,1,6,3,47,,,
DENI042,2,6,2,57,5,,
DENI042,3,5,2,61,4,,
DENI042,4,5,2,57,4,,
DENI042,5,5,2,54,4,,
DENI042,6,5,2,55,5,,
DENI042,7,5,2,49,9,,
DENI042,8,5,2,33,19,,
DENI042,9,5,2,43,8,,
DENI042,10,5,2,44,8,,
DENI042,11,4,2,40,10,,
DENI042,12,4,2,35,13,,
DENI042,13,4,2,39,13,,
DENI042,14,5,2,41,13,,
DENI042,15,5,2,46,10,,
DENI042,16,5,2,48,10,,
DENI042,17,6,3,45,12,,
DENI042,18,7,3,44,13,,
DENI042,19,7,3,48,9,,
DENI042,20,7,3,50,7,,
DENI042,21,7,3,46,8,,
DENI042,22,7,3,47,7,,
DENI042,23,7,3,45,7,,
DENI068,0,9,3,,12,,0.52
DENI068,1,7,3,,18,,0.49
DENI068,2,6,2,,6,,0.44
DENI068,3,6,2,,,,0.41
DENI068,4,6,2,,9,,0.36
DENI068,5,6,2,,13,,0.34
DENI068,6,6,3,,25,,0.33
DENI068,7,8,3,,56,,0.36
DENI068,8,9,3,,48,,0.41
DENI068,9,12,5,,47,,0.46
DENI068,10,10,3,,41,,0.51
DENI068,11,9,3,,35,,0.55
DENI068,12,9,3,,30,,0.59
DENI068,13,10,3,,38,,0.63
DENI068,14,10,3,,39,,0.66
DENI068,15,10,3,,34,,0.66
DENI068,16,11,3,,39,,0.67
DENI068,17,12,4,,39,,0.65
DENI068,18,11,3,,36,,0.66
DENI068,19,11,3,,35,,0.65
DENI068,20,11,4,,22,,0.64
DENI068,21,9,3,,18,,0.61
DENI068,22,10,3,,17,,0.57
DENI068,23,11,3,,10,,0.55
