station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,3,3,39,10,,
DENI042,1,2,2,38,8,,
DENI042,2,2,1,37,,,
DENI042,3,1,0.8,36,7,,
DENI042,4,1,0.8,,7,,
DENI042,5,0.9,0.6,37,6,,
DENI042,6,1,0.4,38,7,0.1,
DENI042,7,0.9,0.4,38,8,0.3,
DENI042,8,0.8,0.5,37,10,,
DENI042,9,1,0.6,37,11,,
DENI042,10,1,0.7,39,12,,
DENI042,11,1,1,40,12,0.1,
DENI042,12,1,0.9,54,10,0.1,
DENI042,13,1,0.9,62,8,,
DENI042,14,2,1,56,12,0.1,
DENI042,15,2,2,55,12,,
DENI042,16,2,2,51,15,0.1,
DENI042,17,3,2,43,24,,
DENI042,18,4,3,35,18,0,
DENI042,19,7,5,37,19,,
DENI042,20,7,4,35,14,0,
DENI042,21,11,5,22,13,,
DENI042,22,9,5,14,17,,
DENI042,23,9,6,13,13,,
DENI068,0,8,3,,10,,0.45
DENI068,1,6,2,,9,,0.41
DENI068,2,18,10,,9,,0.39
DENI068,3,6,0.7,,8,,0.36
DENI068,4,7,0.9,,,,0.33
DENI068,5,7,0.7,,9,,0.31
DENI068,6,7,0.5,,11,,0.29
DENI068,7,7,0.7,,17,,0.29
DENI068,8,8,1,,19,,0.3
DENI068,9,10,3,,28,,0.33
DENI068,10,9,1,,17,,0.35
DENI068,11,9,2,,19,,0.37
DENI068,12,9,2,,18,,0.39
DENI068,13,10,2,,17,,0.41
DENI068,14,10,2,,16,,0.43
DENI068,15,10,2,,25,,0.45
DENI068,16,9,2,,19,,0.46
DENI068,17,10,4,,57,,0.5
DENI068,18,12,6,,64,,0.58
DENI068,19,15,7,,62,,0.64
DENI068,20,15,7,,43,,0.7
DENI068,21,18,8,,43,,0.75
DENI068,22,17,8,,39,,0.78
DENI068,23,15,7,,39,,0.79
