station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,4,34,10,,
DENI042,1,10,4,35,9,,
DENI042,2,10,4,34,9,,
DENI042,3,10,5,32,9,,
DENI042,4,10,5,30,10,,
DENI042,5,10,5,25,15,,
DENI042,6,9,5,18,19,,
DENI042,7,9,5,21,21,,
DENI042,8,9,6,22,30,,
DENI042,9,8,7,48,19,,
DENI042,10,6,6,80,4,,
DENI042,11,7,6,83,4,,
DENI042,12,8,6,89,3,,
DENI042,13,8,6,91,3,,
DENI042,14,8,6,94,3,0.3,
DENI042,15,9,6,96,3,0.6,
DENI042,16,10,5,98,3,0.4,
DENI042,17,11,5,97,4,0.7,
DENI042,18,11,5,94,4,1,
DENI042,19,13,5,80,8,0.5,
DENI042,20,15,6,66,9,0.5,
DENI042,21,15,6,56,10,0.4,
DENI042,22,16,6,47,,0.4,
DENI042,23,15,6,52,8,0.4,
DENI068,0,9,6,,23,,0.17
DENI068,1,8,5,,18,,0.18
DENI068,2,9,5,,19,,0.2
DENI068,3,8,5,,19,,0.2
DENI068,4,9,5,,19,,0.21
DENI068,5,9,5,,23,,0.21
DENI068,6,10,6,,22,,0.22
DENI068,7,10,6,,22,,0.22
DENI068,8,10,7,,21,,0.22
DENI068,9,12,8,,20,,0.23
DENI068,10,14,7,,14,,0.23
DENI068,11,14,7,,21,,0.25
DENI068,12,13,6,,16,,0.25
DENI068,13,14,5,,17,,0.25
DENI068,14,14,5,,17,,0.25
DENI068,15,15,5,,18,,0.24
DENI068,16,17,5,,18,,0.24
DENI068,17,18,6,,19,,0.24
DENI068,18,21,7,,22,,0.24
DENI068,19,23,8,,21,,0.25
DENI068,20,30,15,,22,,0.26
DENI068,21,20,9,,15,,0.27
DENI068,22,21,10,,16,,0.29
DENI068,23,22,10,,21,,0.29
