station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,31,19,27,11,,
DENI042,1,29,19,23,10,,
DENI042,2,29,20,19,11,,
DENI042,3,27,20,33,7,,
DENI042,4,24,19,35,7,,
DENI042,5,20,16,30,8,,
DENI042,6,18,15,28,11,,
DENI042,7,16,14,27,11,,
DENI042,8,16,14,35,8,,
DENI042,9,12,11,39,9,,
DENI042,10,8,8,37,11,,
DENI042,11,6,6,49,10,,
DENI042,12,7,6,50,12,,
DENI042,13,6,5,49,13,,
DENI042,14,6,5,60,8,,
DENI042,15,5,5,65,7,,
DENI042,16,4,4,74,4,,
DENI042,17,4,3,76,5,,
DENI042,18,4,3,73,6,,
DENI042,19,4,4,63,7,,
DENI042,20,5,4,59,7,,
DENI042,21,3,3,69,5,,
DENI042,22,3,2,68,4,,
DENI042,23,4,2,48,6,,
DENI068,0,41,19,,20,,0.36
DENI068,1,38,20,,20,,0.35
DENI068,2,32,18,,19,,0.34
DENI068,3,33,19,,22,,0.32
DENI068,4,27,16,,18,,0.3
DENI068,5,26,16,,24,,0.29
DENI068,6,26,16,,35,,0.28
DENI068,7,28,16,,34,,0.27
DENI068,8,27,16,,27,,0.27
DENI068,9,17,12,,24,,0.26
DENI068,10,11,8,,25,,0.26
DENI068,11,11,7,,25,,0.26
DENI068,12,10,7,,26,,0.26
DENI068,13,8,5,,25,,0.26
DENI068,14,8,5,,27,,0.25
DENI068,15,8,5,,30,,0.25
DENI068,16,8,5,,26,,0.24
DENI068,17,5,4,,15,,0.23
DENI068,18,6,4,,25,,0.22
DENI068,19,6,4,,22,,0.22
DENI068,20,8,6,,28,,0.22
DENI068,21,5,3,,12,,0.21
DENI068,22,4,2,,,,0.2
DENI068,23,5,3,,11,,0.19
