station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,22,13,60,9,,
DENI042,1,21,13,60,9,,
DENI042,2,21,13,58,8,,
DENI042,3,20,12,55,,,
DENI042,4,20,13,47,13,,
DENI042,5,20,13,23,34,,
DENI042,6,24,15,13,43,0,
DENI042,7,30,20,9,46,0.2,
DENI042,8,33,23,23,46,0.9,
DENI042,9,25,18,72,19,2,
DENI042,10,15,11,94,9,3,
DENI042,11,12,9,96,6,2,
DENI042,12,11,7,98,5,0,
DENI042,13,11,7,100,5,0.3,
DENI042,14,10,7,103,5,0.5,
DENI042,15,8,6,104,4,0.4,
DENI042,16,6,3,102,4,0.2,
DENI042,17,6,3,102,4,0.4,
DENI042,18,7,4,99,5,0.6,
DENI042,19,8,4,81,14,0.2,
DENI042,20,12,6,63,19,0.3,
DENI042,21,14,6,45,18,0.3,
DENI042,22,15,7,,17,,
DENI042,23,17,7,49,10,,
DENI068,0,29,18,,22,,0.3
DENI068,1,32,20,,22,,0.31
DENI068,2,28,19,,22,,0.31
DENI068,3,26,17,,19,,0.27
DENI068,4,27,18,,39,,0.25
DENI068,5,30,20,,53,,0.26
DENI068,6,31,20,,43,,0.3
DENI068,7,32,22,,46,,0.32
DENI068,8,38,24,,56,,0.32
DENI068,9,33,19,,32,,0.33
DENI068,10,23,12,,23,,0.32
DENI068,11,19,9,,17,,0.33
DENI068,12,19,8,,15,,0.32
DENI068,13,18,8,,14,,0.31
DENI068,14,19,8,,16,,0.27
DENI068,15,17,7,,19,,0.26
DENI068,16,14,4,,17,,0.24
DENI068,17,13,4,,18,,0.23
DENI068,18,13,4,,25,,0.23
DENI068,19,14,5,,42,,0.23
DENI068,20,15,6,,53,,0.25
DENI068,21,18,8,,49,,0.26
DENI068,22,19,10,,,,0.27
DENI068,23,21,11,,35,,0.27
