station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,12,2,49,6,0.2,
DENI042,1,11,2,46,,,
DENI042,2,11,3,40,9,,
DENI042,3,11,3,,13,,
DENI042,4,10,3,27,12,,
DENI042,5,10,3,14,19,,
DENI042,6,10,5,21,22,,
DENI042,7,11,7,22,37,,
DENI042,8,9,6,39,28,,
DENI042,9,8,4,66,10,,
DENI042,10,7,3,78,3,0.1,
DENI042,11,8,3,83,3,0.2,
DENI042,12,9,2,86,3,,
DENI042,13,10,2,86,3,,
DENI042,14,10,2,87,3,,
DENI042,15,10,2,85,3,,
DENI042,16,11,2,88,3,,
DENI042,17,12,2,87,3,,
DENI042,18,12,2,84,3,,
DENI042,19,13,2,72,8,,
DENI042,20,15,3,51,11,,
DENI042,21,14,3,54,8,,
DENI042,22,13,2,51,7,0,
DENI042,23,12,2,51,6,,
DENI068,0,12,6,,31,,0.34
DENI068,1,23,15,,21,,0.36
DENI068,2,8,5,,17,,0.36
DENI068,3,8,5,,,,0.34
DENI068,4,8,6,,21,,0.31
DENI068,5,9,6,,33,,0.28
DENI068,6,10,7,,34,,0.29
DENI068,7,12,7,,43,,0.3
DENI068,8,14,5,,35,,0.31
DENI068,9,18,4,,20,,0.29
DENI068,10,21,3,,23,,0.29
DENI068,11,23,3,,26,,0.3
DENI068,12,23,3,,21,,0.31
DENI068,13,23,3,,19,,0.31
DENI068,14,24,3,,33,,0.3
DENI068,15,24,3,,27,,0.29
DENI068,16,24,3,,22,,0.28
DENI068,17,24,3,,24,,0.28
DENI068,18,25,3,,22,,0.27
DENI068,19,23,3,,14,,0.28
DENI068,20,22,4,,35,,0.29
DENI068,21,21,6,,20,,0.3
DENI068,22,17,5,,19,,0.3
DENI068,23,15,7,,15,,0.3
